,County,Date,Index
5948,Inyo,5/4/2020,57.4
5949,Kern,5/4/2020,102.51
5950,Kings,5/4/2020,95.65
5951,Lake,5/4/2020,97.66
5952,Lassen,5/4/2020,124.8
5953,Los Angeles,5/4/2020,58.94
5954,Madera,5/4/2020,92.32
5955,Marin,5/4/2020,59.07
5956,Mariposa,5/4/2020,43.66
5957,Mendocino,5/4/2020,82.91
5958,Merced,5/4/2020,96.64
5959,Mono,5/4/2020,44.92
5960,Monterey,5/4/2020,74.73
5961,Napa,5/4/2020,64.35
5962,Nevada,5/4/2020,81.39
5963,Orange,5/4/2020,60.94
5964,Placer,5/4/2020,80.2
5965,Riverside,5/4/2020,75.28
5966,Sacramento,5/4/2020,77.12
5967,San Benito,5/4/2020,79.0
5968,San Bernardino,5/4/2020,77.31
5969,San Diego,5/4/2020,64.53
5970,San Francisco,5/4/2020,39.97
5971,San Joaquin,5/4/2020,90.76
5972,San Luis Obispo,5/4/2020,84.06
5973,San Mateo,5/4/2020,46.92
5974,Santa Barbara,5/4/2020,73.36
5975,Santa Clara,5/4/2020,51.41
5976,Santa Cruz,5/4/2020,57.39
5977,Shasta,5/4/2020,104.38
5978,Siskiyou,5/4/2020,132.93
5979,Solano,5/4/2020,77.87
5980,Sonoma,5/4/2020,69.21
5981,Stanislaus,5/4/2020,92.21
5982,Sutter,5/4/2020,100.56
5983,Tehama,5/4/2020,110.73
5984,Tulare,5/4/2020,101.73
5985,Tuolumne,5/4/2020,94.08
5986,Ventura,5/4/2020,76.4
5987,Yolo,5/4/2020,67.09
5988,Yuba,5/4/2020,98.35
5989,Alameda,5/5/2020,59.49
5990,Amador,5/5/2020,88.55
5991,Butte,5/5/2020,107.95
5992,Calaveras,5/5/2020,97.98
5993,Colusa,5/5/2020,89.7
5994,Contra Costa,5/5/2020,70.87
5995,Del Norte,5/5/2020,84.76
5996,El Dorado,5/5/2020,80.48
5997,Fresno,5/5/2020,93.04
5998,Glenn,5/5/2020,102.7
5999,Humboldt,5/5/2020,94.55
6000,Imperial,5/5/2020,82.06
6001,Inyo,5/5/2020,51.25
6002,Kern,5/5/2020,101.9
6003,Kings,5/5/2020,105.54
6004,Lake,5/5/2020,97.24
6005,Lassen,5/5/2020,113.11
6006,Los Angeles,5/5/2020,62.05
6007,Madera,5/5/2020,102.51
6008,Marin,5/5/2020,60.51
6009,Mariposa,5/5/2020,44.88
6010,Mendocino,5/5/2020,88.34
6011,Merced,5/5/2020,96.02
6012,Mono,5/5/2020,44.38
6013,Monterey,5/5/2020,76.04
6014,Napa,5/5/2020,66.22
6015,Nevada,5/5/2020,81.21
6016,Orange,5/5/2020,64.8
6017,Placer,5/5/2020,83.44
6018,Riverside,5/5/2020,76.23
6019,Sacramento,5/5/2020,78.79
6020,San Benito,5/5/2020,84.5
6021,San Bernardino,5/5/2020,77.77
6022,San Diego,5/5/2020,66.92
6023,San Francisco,5/5/2020,44.1
6024,San Joaquin,5/5/2020,89.75
6025,San Luis Obispo,5/5/2020,84.48
6026,San Mateo,5/5/2020,49.66
6027,Santa Barbara,5/5/2020,77.77
6028,Santa Clara,5/5/2020,54.93
6029,Santa Cruz,5/5/2020,61.07
6030,Shasta,5/5/2020,108.33
6031,Siskiyou,5/5/2020,127.97
6032,Solano,5/5/2020,77.08
6033,Sonoma,5/5/2020,71.88
6034,Stanislaus,5/5/2020,92.35
6035,Sutter,5/5/2020,101.83
6036,Tehama,5/5/2020,114.93
6037,Tulare,5/5/2020,106.2
6038,Tuolumne,5/5/2020,102.75
6039,Ventura,5/5/2020,80.77
6040,Yolo,5/5/2020,71.13
6041,Yuba,5/5/2020,102.8
6042,Alameda,5/6/2020,59.57
6043,Amador,5/6/2020,101.11
6044,Butte,5/6/2020,108.1
6045,Calaveras,5/6/2020,94.55
6046,Colusa,5/6/2020,99.62
6047,Contra Costa,5/6/2020,70.63
6048,Del Norte,5/6/2020,92.71
6049,El Dorado,5/6/2020,81.75
6050,Fresno,5/6/2020,91.02
6051,Glenn,5/6/2020,108.45
6052,Humboldt,5/6/2020,98.48
6053,Imperial,5/6/2020,83.57
6054,Inyo,5/6/2020,57.8
6055,Kern,5/6/2020,101.75
6056,Kings,5/6/2020,98.4
6057,Lake,5/6/2020,108.96
6058,Lassen,5/6/2020,128.58
6059,Los Angeles,5/6/2020,61.85
6060,Madera,5/6/2020,94.87
6061,Marin,5/6/2020,63.37
6062,Mariposa,5/6/2020,40.17
6063,Mendocino,5/6/2020,86.62
6064,Merced,5/6/2020,98.3
6065,Mono,5/6/2020,42.13
6066,Monterey,5/6/2020,77.33
6067,Napa,5/6/2020,65.78
6068,Nevada,5/6/2020,84.26
6069,Orange,5/6/2020,65.47
6070,Placer,5/6/2020,84.72
6071,Riverside,5/6/2020,76.88
6072,Sacramento,5/6/2020,77.72
6073,San Benito,5/6/2020,75.64
6074,San Bernardino,5/6/2020,78.09
6075,San Diego,5/6/2020,66.43
6076,San Francisco,5/6/2020,44.03
6077,San Joaquin,5/6/2020,92.04
6078,San Luis Obispo,5/6/2020,85.86
6079,San Mateo,5/6/2020,49.89
6080,Santa Barbara,5/6/2020,77.81
6081,Santa Clara,5/6/2020,54.64
6082,Santa Cruz,5/6/2020,63.12
6083,Shasta,5/6/2020,108.69
6084,Siskiyou,5/6/2020,139.69
6085,Solano,5/6/2020,80.51
6086,Sonoma,5/6/2020,73.46
6087,Stanislaus,5/6/2020,89.83
6088,Sutter,5/6/2020,105.61
6089,Tehama,5/6/2020,121.11
6090,Tulare,5/6/2020,106.06
6091,Tuolumne,5/6/2020,101.68
6092,Ventura,5/6/2020,80.3
6093,Yolo,5/6/2020,70.34
6094,Yuba,5/6/2020,104.68
6095,Alameda,5/7/2020,62.57
6096,Amador,5/7/2020,93.82
6097,Butte,5/7/2020,109.9
6098,Calaveras,5/7/2020,105.17
6099,Colusa,5/7/2020,103.24
6100,Contra Costa,5/7/2020,72.32
6101,Del Norte,5/7/2020,97.94
6102,El Dorado,5/7/2020,83.37
6103,Fresno,5/7/2020,96.21
6104,Glenn,5/7/2020,110.94
6105,Humboldt,5/7/2020,95.69
6106,Imperial,5/7/2020,87.21
6107,Inyo,5/7/2020,63.74
6108,Kern,5/7/2020,108.91
6109,Kings,5/7/2020,104.64
6110,Lake,5/7/2020,110.36
6111,Lassen,5/7/2020,141.34
6112,Los Angeles,5/7/2020,63.85
6113,Madera,5/7/2020,99.24
6114,Marin,5/7/2020,65.0
6115,Mariposa,5/7/2020,43.46
6116,Mendocino,5/7/2020,94.31
6117,Merced,5/7/2020,107.67
6118,Mono,5/7/2020,46.79
6119,Monterey,5/7/2020,84.28
6120,Napa,5/7/2020,71.83
6121,Nevada,5/7/2020,88.72
6122,Orange,5/7/2020,69.29
6123,Placer,5/7/2020,86.6
6124,Riverside,5/7/2020,79.26
6125,Sacramento,5/7/2020,79.39
6126,San Benito,5/7/2020,87.75
6127,San Bernardino,5/7/2020,81.93
6128,San Diego,5/7/2020,68.3
6129,San Francisco,5/7/2020,45.93
6130,San Joaquin,5/7/2020,94.12
6131,San Luis Obispo,5/7/2020,91.21
6132,San Mateo,5/7/2020,52.41
6133,Santa Barbara,5/7/2020,89.8
6134,Santa Clara,5/7/2020,56.19
6135,Santa Cruz,5/7/2020,68.09
6136,Shasta,5/7/2020,116.5
6137,Siskiyou,5/7/2020,164.08
6138,Solano,5/7/2020,81.74
6139,Sonoma,5/7/2020,75.14
6140,Stanislaus,5/7/2020,93.4
6141,Sutter,5/7/2020,107.28
6142,Tehama,5/7/2020,125.02
6143,Tulare,5/7/2020,108.14
6144,Tuolumne,5/7/2020,108.6
6145,Ventura,5/7/2020,84.44
6146,Yolo,5/7/2020,73.7
6147,Yuba,5/7/2020,107.22
6148,Alameda,5/8/2020,71.73
6149,Amador,5/8/2020,108.37
6150,Butte,5/8/2020,122.14
6151,Calaveras,5/8/2020,114.78
6152,Colusa,5/8/2020,123.0
6153,Contra Costa,5/8/2020,82.51
6154,Del Norte,5/8/2020,104.34
6155,El Dorado,5/8/2020,92.5
6156,Fresno,5/8/2020,111.08
6157,Glenn,5/8/2020,133.52
6158,Humboldt,5/8/2020,109.67
6159,Imperial,5/8/2020,106.12
6160,Inyo,5/8/2020,69.87
6161,Kern,5/8/2020,126.47
6162,Kings,5/8/2020,122.04
6163,Lake,5/8/2020,112.79
6164,Lassen,5/8/2020,196.65
6165,Los Angeles,5/8/2020,75.64
6166,Madera,5/8/2020,113.99
6167,Marin,5/8/2020,76.29
6168,Mariposa,5/8/2020,43.02
6169,Mendocino,5/8/2020,101.92
6170,Merced,5/8/2020,117.92
6171,Mono,5/8/2020,54.51
6172,Monterey,5/8/2020,97.65
6173,Napa,5/8/2020,82.23
6174,Nevada,5/8/2020,99.37
6175,Orange,5/8/2020,80.99
6176,Placer,5/8/2020,101.34
6177,Riverside,5/8/2020,95.39
6178,Sacramento,5/8/2020,89.78
6179,San Benito,5/8/2020,99.47
6180,San Bernardino,5/8/2020,97.53
6181,San Diego,5/8/2020,79.2
6182,San Francisco,5/8/2020,53.12
6183,San Joaquin,5/8/2020,108.38
6184,San Luis Obispo,5/8/2020,110.64
6185,San Mateo,5/8/2020,60.21
6186,Santa Barbara,5/8/2020,96.55
6187,Santa Clara,5/8/2020,64.56
6188,Santa Cruz,5/8/2020,79.24
6189,Shasta,5/8/2020,128.11
6190,Siskiyou,5/8/2020,189.83
6191,Solano,5/8/2020,92.01
6192,Sonoma,5/8/2020,88.12
6193,Stanislaus,5/8/2020,108.42
6194,Sutter,5/8/2020,122.49
6195,Tehama,5/8/2020,141.1
6196,Tulare,5/8/2020,128.11
6197,Tuolumne,5/8/2020,126.02
6198,Ventura,5/8/2020,98.73
6199,Yolo,5/8/2020,83.85
6200,Yuba,5/8/2020,124.55
6201,Alameda,5/9/2020,67.42
6202,Amador,5/9/2020,118.81
6203,Butte,5/9/2020,106.6
6204,Calaveras,5/9/2020,115.48
6205,Colusa,5/9/2020,114.39
6206,Contra Costa,5/9/2020,82.11
6207,Del Norte,5/9/2020,113.84
6208,El Dorado,5/9/2020,99.73
6209,Fresno,5/9/2020,99.68
6210,Glenn,5/9/2020,125.59
6211,Humboldt,5/9/2020,101.85
6212,Imperial,5/9/2020,104.63
6213,Inyo,5/9/2020,62.05
6214,Kern,5/9/2020,121.12
6215,Kings,5/9/2020,113.1
6216,Lake,5/9/2020,116.82
6217,Lassen,5/9/2020,175.62
6218,Los Angeles,5/9/2020,73.88
6219,Madera,5/9/2020,112.44
6220,Marin,5/9/2020,75.59
6221,Mariposa,5/9/2020,53.05
6222,Mendocino,5/9/2020,93.89
6223,Merced,5/9/2020,116.59
6224,Mono,5/9/2020,59.47
6225,Monterey,5/9/2020,97.2
6226,Napa,5/9/2020,73.68
6227,Nevada,5/9/2020,102.46
6228,Orange,5/9/2020,79.7
6229,Placer,5/9/2020,94.87
6230,Riverside,5/9/2020,89.71
6231,Sacramento,5/9/2020,85.54
6232,San Benito,5/9/2020,102.82
6233,San Bernardino,5/9/2020,93.65
6234,San Diego,5/9/2020,76.54
6235,San Francisco,5/9/2020,48.47
6236,San Joaquin,5/9/2020,100.83
6237,San Luis Obispo,5/9/2020,122.92
6238,San Mateo,5/9/2020,57.77
6239,Santa Barbara,5/9/2020,101.26
6240,Santa Clara,5/9/2020,61.93
6241,Santa Cruz,5/9/2020,81.92
6242,Shasta,5/9/2020,116.41
6243,Siskiyou,5/9/2020,206.82
6244,Solano,5/9/2020,94.08
6245,Sonoma,5/9/2020,78.41
6246,Stanislaus,5/9/2020,99.77
6247,Sutter,5/9/2020,115.41
6248,Tehama,5/9/2020,143.43
6249,Tulare,5/9/2020,116.58
6250,Tuolumne,5/9/2020,136.84
6251,Ventura,5/9/2020,102.49
6252,Yolo,5/9/2020,78.9
6253,Yuba,5/9/2020,140.55
6254,Alameda,5/10/2020,52.57
6255,Amador,5/10/2020,100.61
6256,Butte,5/10/2020,78.11
6257,Calaveras,5/10/2020,99.98
6258,Colusa,5/10/2020,98.17
6259,Contra Costa,5/10/2020,64.94
6260,Del Norte,5/10/2020,99.71
6261,El Dorado,5/10/2020,76.12
6262,Fresno,5/10/2020,81.54
6263,Glenn,5/10/2020,94.84
6264,Humboldt,5/10/2020,81.66
6265,Imperial,5/10/2020,80.07
6266,Inyo,5/10/2020,59.68
6267,Kern,5/10/2020,93.31
6268,Kings,5/10/2020,92.23
6269,Lake,5/10/2020,94.61
6270,Lassen,5/10/2020,143.98
6271,Los Angeles,5/10/2020,59.26
6272,Madera,5/10/2020,88.39
6273,Marin,5/10/2020,56.2
6274,Mariposa,5/10/2020,48.22
6275,Mendocino,5/10/2020,76.77
6276,Merced,5/10/2020,94.52
6277,Mono,5/10/2020,51.64
6278,Monterey,5/10/2020,79.71
6279,Napa,5/10/2020,57.78
6280,Nevada,5/10/2020,75.98
6281,Orange,5/10/2020,60.4
6282,Placer,5/10/2020,72.39
6283,Riverside,5/10/2020,70.98
6284,Sacramento,5/10/2020,67.08
6285,San Benito,5/10/2020,77.94
6286,San Bernardino,5/10/2020,73.42
6287,San Diego,5/10/2020,59.22
6288,San Francisco,5/10/2020,40.85
6289,San Joaquin,5/10/2020,79.95
6290,San Luis Obispo,5/10/2020,92.77
6291,San Mateo,5/10/2020,49.04
6292,Santa Barbara,5/10/2020,80.76
6293,Santa Clara,5/10/2020,50.45
6294,Santa Cruz,5/10/2020,63.35
6295,Shasta,5/10/2020,91.21
6296,Siskiyou,5/10/2020,172.2
6297,Solano,5/10/2020,74.59
6298,Sonoma,5/10/2020,60.04
6299,Stanislaus,5/10/2020,76.13
6300,Sutter,5/10/2020,85.95
6301,Tehama,5/10/2020,113.52
6302,Tulare,5/10/2020,90.18
6303,Tuolumne,5/10/2020,96.05
6304,Ventura,5/10/2020,87.65
6305,Yolo,5/10/2020,60.3
6306,Yuba,5/10/2020,98.61
6307,Alameda,5/11/2020,
6308,Amador,5/11/2020,
6309,Butte,5/11/2020,
6310,Calaveras,5/11/2020,
6311,Colusa,5/11/2020,
6312,Contra Costa,5/11/2020,
6313,Del Norte,5/11/2020,
6314,El Dorado,5/11/2020,
6315,Fresno,5/11/2020,
6316,Glenn,5/11/2020,
6317,Humboldt,5/11/2020,
6318,Imperial,5/11/2020,
6319,Inyo,5/11/2020,
6320,Kern,5/11/2020,
6321,Kings,5/11/2020,
6322,Lake,5/11/2020,
6323,Lassen,5/11/2020,
6324,Los Angeles,5/11/2020,
6325,Madera,5/11/2020,
6326,Marin,5/11/2020,
6327,Mariposa,5/11/2020,
6328,Mendocino,5/11/2020,
6329,Merced,5/11/2020,
6330,Mono,5/11/2020,
6331,Monterey,5/11/2020,
6332,Napa,5/11/2020,
6333,Nevada,5/11/2020,
6334,Orange,5/11/2020,
6335,Placer,5/11/2020,
6336,Riverside,5/11/2020,
6337,Sacramento,5/11/2020,
6338,San Benito,5/11/2020,
6339,San Bernardino,5/11/2020,
6340,San Diego,5/11/2020,
6341,San Francisco,5/11/2020,
6342,San Joaquin,5/11/2020,
6343,San Luis Obispo,5/11/2020,
6344,San Mateo,5/11/2020,
6345,Santa Barbara,5/11/2020,
6346,Santa Clara,5/11/2020,
6347,Santa Cruz,5/11/2020,
6348,Shasta,5/11/2020,
6349,Siskiyou,5/11/2020,
6350,Solano,5/11/2020,
6351,Sonoma,5/11/2020,
6352,Stanislaus,5/11/2020,
6353,Sutter,5/11/2020,
6354,Tehama,5/11/2020,
6355,Tulare,5/11/2020,
6356,Tuolumne,5/11/2020,
6357,Ventura,5/11/2020,
6358,Yolo,5/11/2020,
6359,Yuba,5/11/2020,
6360,Alameda,5/12/2020,
6361,Amador,5/12/2020,
6362,Butte,5/12/2020,
6363,Calaveras,5/12/2020,
6364,Colusa,5/12/2020,
6365,Contra Costa,5/12/2020,
6366,Del Norte,5/12/2020,
6367,El Dorado,5/12/2020,
6368,Fresno,5/12/2020,
6369,Glenn,5/12/2020,
6370,Humboldt,5/12/2020,
6371,Imperial,5/12/2020,
6372,Inyo,5/12/2020,
6373,Kern,5/12/2020,
6374,Kings,5/12/2020,
6375,Lake,5/12/2020,
6376,Lassen,5/12/2020,
6377,Los Angeles,5/12/2020,
6378,Madera,5/12/2020,
6379,Marin,5/12/2020,
6380,Mariposa,5/12/2020,
6381,Mendocino,5/12/2020,
6382,Merced,5/12/2020,
6383,Mono,5/12/2020,
6384,Monterey,5/12/2020,
6385,Napa,5/12/2020,
6386,Nevada,5/12/2020,
6387,Orange,5/12/2020,
6388,Placer,5/12/2020,
6389,Riverside,5/12/2020,
6390,Sacramento,5/12/2020,
6391,San Benito,5/12/2020,
6392,San Bernardino,5/12/2020,
6393,San Diego,5/12/2020,
6394,San Francisco,5/12/2020,
6395,San Joaquin,5/12/2020,
6396,San Luis Obispo,5/12/2020,
6397,San Mateo,5/12/2020,
6398,Santa Barbara,5/12/2020,
6399,Santa Clara,5/12/2020,
6400,Santa Cruz,5/12/2020,
6401,Shasta,5/12/2020,
6402,Siskiyou,5/12/2020,
6403,Solano,5/12/2020,
6404,Sonoma,5/12/2020,
6405,Stanislaus,5/12/2020,
6406,Sutter,5/12/2020,
6407,Tehama,5/12/2020,
6408,Tulare,5/12/2020,
6409,Tuolumne,5/12/2020,
6410,Ventura,5/12/2020,
6411,Yolo,5/12/2020,
6412,Yuba,5/12/2020,
6413,Alameda,5/13/2020,65.21
6414,Amador,5/13/2020,98.08
6415,Butte,5/13/2020,108.72
6416,Calaveras,5/13/2020,112.14
6417,Colusa,5/13/2020,104.09
6418,Contra Costa,5/13/2020,76.43
6419,Del Norte,5/13/2020,98.09
6420,El Dorado,5/13/2020,86.46
6421,Fresno,5/13/2020,101.94
6422,Glenn,5/13/2020,107.4
6423,Humboldt,5/13/2020,100.07
6424,Imperial,5/13/2020,95.35
6425,Inyo,5/13/2020,58.26
6426,Kern,5/13/2020,113.05
6427,Kings,5/13/2020,106.99
6428,Lake,5/13/2020,105.16
6429,Lassen,5/13/2020,139.13
6430,Los Angeles,5/13/2020,67.33
6431,Madera,5/13/2020,102.06
6432,Marin,5/13/2020,65.55
6433,Mariposa,5/13/2020,44.73
6434,Mendocino,5/13/2020,89.99
6435,Merced,5/13/2020,104.82
6436,Mono,5/13/2020,50.83
6437,Monterey,5/13/2020,82.88
6438,Napa,5/13/2020,69.26
6439,Nevada,5/13/2020,88.42
6440,Orange,5/13/2020,71.17
6441,Placer,5/13/2020,86.89
6442,Riverside,5/13/2020,83.88
6443,Sacramento,5/13/2020,83.07
6444,San Benito,5/13/2020,93.49
6445,San Bernardino,5/13/2020,85.9
6446,San Diego,5/13/2020,72.22
6447,San Francisco,5/13/2020,48.05
6448,San Joaquin,5/13/2020,99.18
6449,San Luis Obispo,5/13/2020,98.12
6450,San Mateo,5/13/2020,53.99
6451,Santa Barbara,5/13/2020,86.32
6452,Santa Clara,5/13/2020,58.91
6453,Santa Cruz,5/13/2020,66.37
6454,Shasta,5/13/2020,107.68
6455,Siskiyou,5/13/2020,145.48
6456,Solano,5/13/2020,81.12
6457,Sonoma,5/13/2020,72.9
6458,Stanislaus,5/13/2020,95.78
6459,Sutter,5/13/2020,105.5
6460,Tehama,5/13/2020,123.26
6461,Tulare,5/13/2020,113.06
6462,Tuolumne,5/13/2020,108.69
6463,Ventura,5/13/2020,86.88
6464,Yolo,5/13/2020,73.75
6465,Yuba,5/13/2020,105.17
6466,Alameda,5/14/2020,66.93
6467,Amador,5/14/2020,109.03
6468,Butte,5/14/2020,115.5
6469,Calaveras,5/14/2020,108.53
6470,Colusa,5/14/2020,110.96
6471,Contra Costa,5/14/2020,78.32
6472,Del Norte,5/14/2020,105.74
6473,El Dorado,5/14/2020,92.14
6474,Fresno,5/14/2020,104.43
6475,Glenn,5/14/2020,119.78
6476,Humboldt,5/14/2020,102.73
6477,Imperial,5/14/2020,97.3
6478,Inyo,5/14/2020,68.18
6479,Kern,5/14/2020,115.65
6480,Kings,5/14/2020,114.48
6481,Lake,5/14/2020,105.62
6482,Lassen,5/14/2020,154.1
6483,Los Angeles,5/14/2020,70.02
6484,Madera,5/14/2020,105.85
6485,Marin,5/14/2020,67.4
6486,Mariposa,5/14/2020,49.49
6487,Mendocino,5/14/2020,97.81
6488,Merced,5/14/2020,108.36
6489,Mono,5/14/2020,55.9
6490,Monterey,5/14/2020,88.39
6491,Napa,5/14/2020,71.95
6492,Nevada,5/14/2020,95.76
6493,Orange,5/14/2020,74.65
6494,Placer,5/14/2020,90.86
6495,Riverside,5/14/2020,88.17
6496,Sacramento,5/14/2020,86.33
6497,San Benito,5/14/2020,98.94
6498,San Bernardino,5/14/2020,89.68
6499,San Diego,5/14/2020,75.31
6500,San Francisco,5/14/2020,49.8
6501,San Joaquin,5/14/2020,102.14
6502,San Luis Obispo,5/14/2020,104.55
6503,San Mateo,5/14/2020,56.32
6504,Santa Barbara,5/14/2020,90.86
6505,Santa Clara,5/14/2020,61.36
6506,Santa Cruz,5/14/2020,67.21
6507,Shasta,5/14/2020,111.51
6508,Siskiyou,5/14/2020,153.08
6509,Solano,5/14/2020,85.91
6510,Sonoma,5/14/2020,78.67
6511,Stanislaus,5/14/2020,99.45
6512,Sutter,5/14/2020,112.32
6513,Tehama,5/14/2020,129.6
6514,Tulare,5/14/2020,116.64
6515,Tuolumne,5/14/2020,107.38
6516,Ventura,5/14/2020,92.38
6517,Yolo,5/14/2020,76.95
6518,Yuba,5/14/2020,112.03
6519,Alameda,5/15/2020,79.38
6520,Amador,5/15/2020,127.84
6521,Butte,5/15/2020,134.04
6522,Calaveras,5/15/2020,133.39
6523,Colusa,5/15/2020,133.28
6524,Contra Costa,5/15/2020,93.83
6525,Del Norte,5/15/2020,128.28
6526,El Dorado,5/15/2020,108.56
6527,Fresno,5/15/2020,119.86
6528,Glenn,5/15/2020,142.49
6529,Humboldt,5/15/2020,121.54
6530,Imperial,5/15/2020,118.0
6531,Inyo,5/15/2020,102.18
6532,Kern,5/15/2020,139.36
6533,Kings,5/15/2020,134.49
6534,Lake,5/15/2020,123.02
6535,Lassen,5/15/2020,173.49
6536,Los Angeles,5/15/2020,81.59
6537,Madera,5/15/2020,127.35
6538,Marin,5/15/2020,86.2
6539,Mariposa,5/15/2020,51.99
6540,Mendocino,5/15/2020,108.97
6541,Merced,5/15/2020,139.2
6542,Mono,5/15/2020,84.17
6543,Monterey,5/15/2020,104.02
6544,Napa,5/15/2020,87.03
6545,Nevada,5/15/2020,119.0
6546,Orange,5/15/2020,87.28
6547,Placer,5/15/2020,112.76
6548,Riverside,5/15/2020,102.38
6549,Sacramento,5/15/2020,100.48
6550,San Benito,5/15/2020,113.45
6551,San Bernardino,5/15/2020,107.27
6552,San Diego,5/15/2020,87.69
6553,San Francisco,5/15/2020,58.3
6554,San Joaquin,5/15/2020,118.62
6555,San Luis Obispo,5/15/2020,125.46
6556,San Mateo,5/15/2020,65.97
6557,Santa Barbara,5/15/2020,110.09
6558,Santa Clara,5/15/2020,72.51
6559,Santa Cruz,5/15/2020,84.28
6560,Shasta,5/15/2020,132.66
6561,Siskiyou,5/15/2020,187.03
6562,Solano,5/15/2020,104.44
6563,Sonoma,5/15/2020,97.78
6564,Stanislaus,5/15/2020,116.18
6565,Sutter,5/15/2020,128.72
6566,Tehama,5/15/2020,154.71
6567,Tulare,5/15/2020,133.34
6568,Tuolumne,5/15/2020,144.07
6569,Ventura,5/15/2020,108.51
6570,Yolo,5/15/2020,93.19
6571,Yuba,5/15/2020,128.4
6572,Alameda,5/16/2020,74.83
6573,Amador,5/16/2020,141.5
6574,Butte,5/16/2020,121.95
6575,Calaveras,5/16/2020,141.49
6576,Colusa,5/16/2020,133.28
6577,Contra Costa,5/16/2020,91.15
6578,Del Norte,5/16/2020,123.71
6579,El Dorado,5/16/2020,112.32
6580,Fresno,5/16/2020,107.74
6581,Glenn,5/16/2020,134.72
6582,Humboldt,5/16/2020,107.63
6583,Imperial,5/16/2020,109.45
6584,Inyo,5/16/2020,84.73
6585,Kern,5/16/2020,128.82
6586,Kings,5/16/2020,125.57
6587,Lake,5/16/2020,114.09
6588,Lassen,5/16/2020,171.28
6589,Los Angeles,5/16/2020,78.88
6590,Madera,5/16/2020,124.55
6591,Marin,5/16/2020,80.6
6592,Mariposa,5/16/2020,58.12
6593,Mendocino,5/16/2020,99.67
6594,Merced,5/16/2020,125.44
6595,Mono,5/16/2020,89.64
6596,Monterey,5/16/2020,108.89
6597,Napa,5/16/2020,79.26
6598,Nevada,5/16/2020,111.46
6599,Orange,5/16/2020,85.16
6600,Placer,5/16/2020,106.93
6601,Riverside,5/16/2020,96.92
6602,Sacramento,5/16/2020,94.36
6603,San Benito,5/16/2020,115.84
6604,San Bernardino,5/16/2020,100.53
6605,San Diego,5/16/2020,85.92
6606,San Francisco,5/16/2020,57.15
6607,San Joaquin,5/16/2020,109.35
6608,San Luis Obispo,5/16/2020,150.87
6609,San Mateo,5/16/2020,63.79
6610,Santa Barbara,5/16/2020,112.4
6611,Santa Clara,5/16/2020,68.37
6612,Santa Cruz,5/16/2020,91.82
6613,Shasta,5/16/2020,122.55
6614,Siskiyou,5/16/2020,188.11
6615,Solano,5/16/2020,100.8
6616,Sonoma,5/16/2020,83.02
6617,Stanislaus,5/16/2020,108.12
6618,Sutter,5/16/2020,122.28
6619,Tehama,5/16/2020,142.87
6620,Tulare,5/16/2020,121.84
6621,Tuolumne,5/16/2020,157.55
6622,Ventura,5/16/2020,108.08
6623,Yolo,5/16/2020,84.55
6624,Yuba,5/16/2020,138.91
6625,Alameda,5/17/2020,56.46
6626,Amador,5/17/2020,92.51
6627,Butte,5/17/2020,95.67
6628,Calaveras,5/17/2020,109.78
6629,Colusa,5/17/2020,112.29
6630,Contra Costa,5/17/2020,69.21
6631,Del Norte,5/17/2020,131.81
6632,El Dorado,5/17/2020,77.28
6633,Fresno,5/17/2020,89.79
6634,Glenn,5/17/2020,106.82
6635,Humboldt,5/17/2020,103.27
6636,Imperial,5/17/2020,96.83
6637,Inyo,5/17/2020,98.12
6638,Kern,5/17/2020,110.06
6639,Kings,5/17/2020,107.09
6640,Lake,5/17/2020,99.4
6641,Lassen,5/17/2020,132.72
6642,Los Angeles,5/17/2020,65.14
6643,Madera,5/17/2020,106.66
6644,Marin,5/17/2020,60.76
6645,Mariposa,5/17/2020,55.4
6646,Mendocino,5/17/2020,84.49
6647,Merced,5/17/2020,105.56
6648,Mono,5/17/2020,73.49
6649,Monterey,5/17/2020,84.68
6650,Napa,5/17/2020,61.47
6651,Nevada,5/17/2020,74.49
6652,Orange,5/17/2020,69.05
6653,Placer,5/17/2020,73.35
6654,Riverside,5/17/2020,80.94
6655,Sacramento,5/17/2020,69.93
6656,San Benito,5/17/2020,94.42
6657,San Bernardino,5/17/2020,84.81
6658,San Diego,5/17/2020,69.73
6659,San Francisco,5/17/2020,45.17
6660,San Joaquin,5/17/2020,84.31
6661,San Luis Obispo,5/17/2020,128.7
6662,San Mateo,5/17/2020,49.39
6663,Santa Barbara,5/17/2020,96.37
6664,Santa Clara,5/17/2020,52.3
6665,Santa Cruz,5/17/2020,63.97
6666,Shasta,5/17/2020,102.86
6667,Siskiyou,5/17/2020,169.48
6668,Solano,5/17/2020,79.09
6669,Sonoma,5/17/2020,67.24
6670,Stanislaus,5/17/2020,84.5
6671,Sutter,5/17/2020,92.56
6672,Tehama,5/17/2020,126.54
6673,Tulare,5/17/2020,98.29
6674,Tuolumne,5/17/2020,114.4
6675,Ventura,5/17/2020,91.07
6676,Yolo,5/17/2020,65.87
6677,Yuba,5/17/2020,92.88
6678,Alameda,5/18/2020,66.52
6679,Amador,5/18/2020,89.23
6680,Butte,5/18/2020,112.89
6681,Calaveras,5/18/2020,93.03
6682,Colusa,5/18/2020,103.65
6683,Contra Costa,5/18/2020,79.88
