state,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
California,Lake,4/17/2020,-43,-3,-38,-32,-39,16
California,Lake,4/18/2020,-40,-6,-49,-24,-30,
California,Lake,4/19/2020,-37,-5,-36,,-32,
California,Lake,4/20/2020,-39,-5,-40,-39,-38,13
California,Lake,4/21/2020,-36,-1,-29,-24,-37,12
California,Lake,4/22/2020,-39,0,-42,-24,-37,13
California,Lake,4/23/2020,-40,-4,-25,-33,-37,13
California,Lake,4/24/2020,-41,0,-19,-24,-39,14
California,Lake,4/25/2020,-34,5,-10,-25,-33,
California,Lake,4/26/2020,-28,6,6,,-27,
California,Lake,4/27/2020,-30,7,-9,-24,-34,12
California,Lake,4/28/2020,-30,7,5,-21,-34,3
California,Lake,4/29/2020,-26,3,-12,-27,-36,12
California,Lake,4/30/2020,-24,-1,3,-26,-36,12
California,Lake,5/1/2020,-22,12,-4,-15,-35,12
California,Lake,5/2/2020,-21,3,-16,,-28,8
California,Lake,5/3/2020,-11,5,14,,-21,
California,Lake,5/4/2020,-16,6,0,-26,-31,9
California,Lake,5/5/2020,-21,8,8,-30,-32,10
California,Lake,5/6/2020,-21,10,4,-25,-33,10
California,Lake,5/7/2020,-22,7,9,-26,-34,11
California,Lake,5/8/2020,-24,7,-9,-30,-34,12
California,Lake,5/9/2020,-12,23,16,,-24,6
California,Lake,5/10/2020,-5,26,20,,-21,
California,Lake,5/11/2020,-19,3,-29,-37,-32,11
California,Lake,5/12/2020,-20,1,,-19,-33,11
California,Lake,5/13/2020,-21,10,-14,-32,-32,12
California,Lake,5/14/2020,-23,0,-10,-36,-35,11
California,Lake,5/15/2020,-22,6,16,-12,-32,11
California,Lake,5/16/2020,-18,9,2,,-25,8
California,Lake,5/17/2020,-15,7,-12,,-22,
California,Lake,5/18/2020,-16,6,-1,-30,-28,11
California,Lake,5/19/2020,-17,5,,-17,-28,9
California,Lake,5/20/2020,-16,13,20,-17,-29,9
California,Lake,5/21/2020,-14,6,35,-35,-30,9
California,Lake,5/22/2020,-16,9,33,-20,-30,9
California,Lake,5/23/2020,-9,21,79,,-18,5
California,Lake,5/24/2020,2,22,113,,-17,
California,Lake,5/25/2020,-19,3,91,-39,-60,14
California,Lake,5/26/2020,-14,8,,-14,-28,8
California,Lake,5/27/2020,-12,15,33,-16,-28,8
California,Lake,5/28/2020,-14,7,50,-21,-27,9
California,Lake,5/29/2020,-17,6,26,-16,-27,10
California,Lake,5/30/2020,-13,11,-4,,-15,7
California,Lake,5/31/2020,-6,5,38,,-10,
California,Lake,6/1/2020,-5,13,36,-12,-25,7
California,Lake,6/2/2020,-10,11,,-8,-26,7
California,Lake,6/3/2020,-9,16,29,-17,-26,7
California,Lake,6/4/2020,-11,11,61,-24,-28,8
California,Lake,6/5/2020,-12,7,22,-18,-27,8
California,Lake,6/6/2020,-7,12,25,,-16,4
California,Lake,6/7/2020,-1,13,32,,-16,
California,Lake,6/8/2020,-5,13,44,10,-23,6
California,Lake,6/9/2020,-10,9,,31,-25,6
California,Lake,6/10/2020,-11,16,51,29,-25,6
California,Lake,6/11/2020,-11,6,57,,-25,7
California,Lake,6/12/2020,-14,4,30,25,-27,8
California,Lake,6/13/2020,-5,13,59,,-17,4
California,Lake,6/14/2020,6,15,97,,-12,
California,Lake,6/15/2020,-7,11,45,18,-25,6
California,Lake,6/16/2020,-12,6,,35,-25,6
California,Lake,6/17/2020,-7,16,44,2,-26,6
California,Lake,6/18/2020,-8,2,71,-23,-26,6
California,Lake,6/19/2020,-8,9,52,-5,-26,5
California,Lake,6/20/2020,-1,17,91,,-12,1
California,Lake,6/21/2020,7,17,97,,-9,-1
California,Lake,6/22/2020,-3,7,53,-19,-26,5
California,Lassen,2/15/2020,9,-1,,,-4,
California,Lassen,2/16/2020,11,11,,,-4,
California,Lassen,2/17/2020,10,-2,,,-48,
California,Lassen,2/18/2020,6,1,,,10,
California,Lassen,2/19/2020,-1,-4,,,7,
California,Lassen,2/20/2020,-1,9,,,7,
California,Lassen,2/21/2020,4,3,,,4,
California,Lassen,2/22/2020,10,-2,,,1,
California,Lassen,2/23/2020,15,20,,,10,
California,Lassen,2/24/2020,3,10,,,9,
California,Lassen,2/25/2020,12,8,,,12,
California,Lassen,2/26/2020,11,-5,,,6,
California,Lassen,2/27/2020,11,7,,,8,
California,Lassen,2/28/2020,16,6,,,9,
California,Lassen,2/29/2020,16,5,,,-3,
California,Lassen,3/1/2020,23,28,,,1,
California,Lassen,3/2/2020,28,11,,,8,
California,Lassen,3/3/2020,24,19,,,12,
California,Lassen,3/4/2020,16,3,,,10,
California,Lassen,3/5/2020,11,6,,,9,
California,Lassen,3/6/2020,8,6,,,9,
California,Lassen,3/7/2020,6,8,,,-1,
California,Lassen,3/8/2020,21,25,,,4,
California,Lassen,3/9/2020,16,12,,,11,
California,Lassen,3/10/2020,10,10,,,11,
California,Lassen,3/11/2020,10,12,,,11,
California,Lassen,3/12/2020,11,16,,,6,
California,Lassen,3/13/2020,11,34,,,7,
California,Lassen,3/14/2020,-9,16,,,0,
California,Lassen,3/15/2020,-11,15,,,1,
California,Lassen,3/16/2020,-8,23,,,-2,
California,Lassen,3/17/2020,-31,14,,,-3,
California,Lassen,3/18/2020,-12,19,,,-1,
California,Lassen,3/19/2020,-16,28,,,-13,
California,Lassen,3/20/2020,-23,29,,,-23,
California,Lassen,3/21/2020,-32,14,,,-12,
California,Lassen,3/22/2020,-27,17,,,-7,
California,Lassen,3/23/2020,-25,5,,,-21,
California,Lassen,3/24/2020,-34,-4,,,-22,
California,Lassen,3/25/2020,-33,-11,,,-26,
California,Lassen,3/26/2020,-34,-5,,,-24,
California,Lassen,3/27/2020,-35,4,,,-28,
California,Lassen,3/28/2020,-36,2,,,-20,
California,Lassen,3/29/2020,-30,-8,,,-22,
California,Lassen,3/30/2020,-24,-3,,,-22,
California,Lassen,3/31/2020,-25,6,,,-31,
California,Lassen,4/1/2020,-20,12,,,-27,
California,Lassen,4/2/2020,-28,10,,,-31,
California,Lassen,4/3/2020,-26,16,,,-31,
California,Lassen,4/4/2020,-39,8,,,-28,
California,Lassen,4/5/2020,-37,-3,,,-19,
California,Lassen,4/6/2020,,,,,-32,
California,Lassen,4/7/2020,,,,,-33,
California,Lassen,4/8/2020,,,,,-35,
California,Lassen,4/9/2020,,,,,-33,
California,Lassen,4/10/2020,,,,,-32,
California,Lassen,4/11/2020,,,,,-19,
California,Lassen,4/12/2020,,,,,-15,
California,Lassen,4/13/2020,,,,,-32,
California,Lassen,4/14/2020,,,,,-28,
California,Lassen,4/15/2020,,,,,-28,
California,Lassen,4/16/2020,,,,,-30,
California,Lassen,4/17/2020,-39,,,,-29,
California,Lassen,4/18/2020,,,,,-21,
California,Lassen,4/19/2020,,,,,-17,
California,Lassen,4/20/2020,,,,,-25,
California,Lassen,4/21/2020,,,,,-28,
California,Lassen,4/22/2020,,,,,-26,
California,Lassen,4/23/2020,,,,,-29,
California,Lassen,4/24/2020,-36,,,,-26,
California,Lassen,4/25/2020,,,,,-15,
California,Lassen,4/26/2020,,,,,-12,
California,Lassen,4/27/2020,,,,,-25,
California,Lassen,4/28/2020,,,,,-27,
California,Lassen,4/29/2020,,,,,-26,
California,Lassen,4/30/2020,,,,,-25,
California,Lassen,5/1/2020,,,,,-26,
California,Lassen,5/2/2020,,,,,-15,
California,Lassen,5/3/2020,,,,,-9,
California,Lassen,5/4/2020,,,,,-22,
California,Lassen,5/5/2020,,,,,-24,
California,Lassen,5/6/2020,,,,,-23,
California,Lassen,5/7/2020,,,,,-23,
California,Lassen,5/8/2020,,,,,-21,
California,Lassen,5/9/2020,,,,,-16,
California,Lassen,5/10/2020,,,,,-8,
California,Lassen,5/11/2020,,,,,-23,
California,Lassen,5/12/2020,,,,,-25,
California,Lassen,5/13/2020,,,,,-23,
California,Lassen,5/14/2020,-25,17,,,-22,
California,Lassen,5/15/2020,-31,15,,,-19,
California,Lassen,5/16/2020,-21,30,,,-4,
California,Lassen,5/17/2020,,,,,-5,
California,Lassen,5/18/2020,-21,26,,,-20,
California,Lassen,5/19/2020,-22,21,,,-20,
California,Lassen,5/20/2020,-20,16,,,-19,
California,Lassen,5/21/2020,-20,25,,,-21,
California,Lassen,5/22/2020,-16,28,,,-25,
California,Lassen,5/23/2020,-16,38,,,-7,
California,Lassen,5/24/2020,,,,,-12,
California,Lassen,5/25/2020,-8,36,,,-64,
California,Lassen,5/26/2020,-13,28,,,-21,
California,Lassen,5/27/2020,-19,17,,,-23,
California,Lassen,5/28/2020,-14,31,,,-23,
California,Lassen,5/29/2020,-22,24,,,-22,
California,Lassen,5/30/2020,-22,22,,,-5,
California,Lassen,5/31/2020,,,,,0,
California,Lassen,6/1/2020,1,30,,,-17,
California,Lassen,6/2/2020,-6,35,,,-15,
California,Lassen,6/3/2020,-6,23,,,-18,
California,Lassen,6/4/2020,-7,27,,,-16,
California,Lassen,6/5/2020,-16,29,,,-17,
California,Lassen,6/6/2020,-12,28,,,-1,
California,Lassen,6/7/2020,,,,,1,
California,Lassen,6/8/2020,-4,28,,,-17,
California,Lassen,6/9/2020,-2,39,,,-13,
California,Lassen,6/10/2020,-9,20,,,-18,
California,Lassen,6/11/2020,-12,24,,,-14,
California,Lassen,6/12/2020,-20,17,,,-18,
California,Lassen,6/13/2020,-8,25,,,1,
California,Lassen,6/14/2020,,,,,8,
California,Lassen,6/15/2020,1,29,,,-16,
California,Lassen,6/16/2020,-5,34,,,-17,
California,Lassen,6/17/2020,-7,27,,,-17,
California,Lassen,6/18/2020,-12,28,,,-15,
California,Lassen,6/19/2020,-12,27,,,-17,
California,Lassen,6/20/2020,-8,42,,,5,
California,Lassen,6/21/2020,,,,,6,
California,Lassen,6/22/2020,1,33,,,-20,
California,Los Angeles,2/15/2020,1,0,13,-1,-1,0
California,Los Angeles,2/16/2020,4,-1,27,-1,0,-1
California,Los Angeles,2/17/2020,7,0,30,-11,-32,7
California,Los Angeles,2/18/2020,-1,0,11,2,2,0
California,Los Angeles,2/19/2020,-1,-1,13,1,2,0
California,Los Angeles,2/20/2020,1,0,11,2,2,-1
California,Los Angeles,2/21/2020,1,0,7,0,2,0
California,Los Angeles,2/22/2020,-1,-1,-13,-5,1,1
California,Los Angeles,2/23/2020,4,1,13,0,2,0
California,Los Angeles,2/24/2020,1,-1,8,2,4,-1
California,Los Angeles,2/25/2020,2,1,13,3,3,-1
California,Los Angeles,2/26/2020,3,2,11,2,3,-1
California,Los Angeles,2/27/2020,3,2,14,3,2,-1
California,Los Angeles,2/28/2020,4,4,10,2,3,-1
California,Los Angeles,2/29/2020,3,4,11,0,2,-1
California,Los Angeles,3/1/2020,4,3,-5,-3,1,0
California,Los Angeles,3/2/2020,5,5,8,1,4,-1
California,Los Angeles,3/3/2020,8,7,32,2,3,-1
California,Los Angeles,3/4/2020,4,6,9,-1,2,0
California,Los Angeles,3/5/2020,4,7,9,0,2,0
California,Los Angeles,3/6/2020,3,6,7,-2,2,0
California,Los Angeles,3/7/2020,1,6,3,-4,2,0
California,Los Angeles,3/8/2020,3,4,16,-4,1,0
California,Los Angeles,3/9/2020,3,7,6,-4,3,0
California,Los Angeles,3/10/2020,-3,3,-29,-13,-2,3
California,Los Angeles,3/11/2020,2,11,5,-6,0,1
California,Los Angeles,3/12/2020,-8,12,-35,-19,-3,4
California,Los Angeles,3/13/2020,-5,37,-37,-21,-7,6
California,Los Angeles,3/14/2020,-14,27,-47,-23,-7,7
California,Los Angeles,3/15/2020,-16,12,-22,-21,-9,6
California,Los Angeles,3/16/2020,-19,12,-40,-29,-22,11
California,Los Angeles,3/17/2020,-24,8,-21,-30,-29,14
California,Los Angeles,3/18/2020,-28,3,-12,-33,-33,16
California,Los Angeles,3/19/2020,-32,3,-30,-39,-35,18
California,Los Angeles,3/20/2020,-40,-5,-29,-44,-41,22
California,Los Angeles,3/21/2020,-48,-13,-28,-46,-34,18
California,Los Angeles,3/22/2020,-52,-26,-36,-54,-38,16
California,Los Angeles,3/23/2020,-42,-19,-32,-49,-47,22
California,Los Angeles,3/24/2020,-43,-20,-34,-50,-49,23
California,Los Angeles,3/25/2020,-43,-20,-34,-50,-49,23
California,Los Angeles,3/26/2020,-43,-20,-35,-51,-50,24
California,Los Angeles,3/27/2020,-45,-19,-34,-51,-49,25
California,Los Angeles,3/28/2020,-50,-21,-52,-52,-39,20
California,Los Angeles,3/29/2020,-51,-27,-48,-54,-41,17
California,Los Angeles,3/30/2020,-42,-23,-34,-52,-51,22
California,Los Angeles,3/31/2020,-42,-22,-38,-50,-51,23
California,Los Angeles,4/1/2020,-41,-18,-34,-49,-52,23
California,Los Angeles,4/2/2020,-43,-19,-39,-52,-52,25
California,Los Angeles,4/3/2020,-43,-15,-38,-51,-51,25
California,Los Angeles,4/4/2020,-50,-20,-54,-51,-41,20
California,Los Angeles,4/5/2020,-53,-27,-59,-57,-43,17
California,Los Angeles,4/6/2020,-49,-27,-58,-59,-54,25
California,Los Angeles,4/7/2020,-51,-30,-58,-58,-54,26
California,Los Angeles,4/8/2020,-49,-27,-51,-57,-55,26
California,Los Angeles,4/9/2020,-55,-34,-69,-65,-57,29
California,Los Angeles,4/10/2020,-49,-22,-55,-58,-57,29
California,Los Angeles,4/11/2020,-51,-19,-54,-52,-43,20
California,Los Angeles,4/12/2020,-64,-38,-69,-60,-46,18
California,Los Angeles,4/13/2020,-47,-28,-47,-54,-51,23
California,Los Angeles,4/14/2020,-45,-25,-38,-51,-51,24
California,Los Angeles,4/15/2020,-47,-21,-36,-50,-51,24
California,Los Angeles,4/16/2020,-55,-20,-38,-51,-51,24
California,Los Angeles,4/17/2020,-56,-19,-42,-52,-50,25
California,Los Angeles,4/18/2020,-59,-21,-56,-50,-38,19
California,Los Angeles,4/19/2020,-60,-25,-50,-53,-39,16
California,Los Angeles,4/20/2020,-54,-22,-38,-50,-49,22
California,Los Angeles,4/21/2020,-54,-21,-35,-51,-50,23
California,Los Angeles,4/22/2020,-54,-20,-33,-51,-50,23
California,Los Angeles,4/23/2020,-54,-19,-35,-51,-51,24
California,Los Angeles,4/24/2020,-54,-16,-37,-51,-49,24
California,Los Angeles,4/25/2020,-57,-16,-48,-48,-37,17
California,Los Angeles,4/26/2020,-57,-21,-45,-52,-39,15
California,Los Angeles,4/27/2020,-52,-19,-32,-49,-48,21
California,Los Angeles,4/28/2020,-52,-18,-32,-48,-49,14
California,Los Angeles,4/29/2020,-50,-19,-34,-49,-49,22
California,Los Angeles,4/30/2020,-48,-16,-33,-48,-50,22
California,Los Angeles,5/1/2020,-48,-12,-30,-46,-48,23
California,Los Angeles,5/2/2020,-51,-11,-41,-43,-35,16
California,Los Angeles,5/3/2020,-51,-17,-35,-47,-34,13
California,Los Angeles,5/4/2020,-46,-15,-26,-46,-46,19
California,Los Angeles,5/5/2020,-46,-11,-25,-45,-47,20
California,Los Angeles,5/6/2020,-47,-14,-26,-47,-48,21
California,Los Angeles,5/7/2020,-46,-12,-26,-47,-48,21
California,Los Angeles,5/8/2020,-46,-8,-23,-45,-46,21
California,Los Angeles,5/9/2020,-47,1,-32,-39,-32,14
California,Los Angeles,5/10/2020,-48,-4,-30,-40,-31,10
California,Los Angeles,5/11/2020,-46,-18,-20,-46,-45,19
California,Los Angeles,5/12/2020,-46,-14,-21,-45,-46,20
California,Los Angeles,5/13/2020,-45,-14,-16,-44,-46,20
California,Los Angeles,5/14/2020,-45,-14,-17,-45,-46,21
California,Los Angeles,5/15/2020,-46,-11,-14,-44,-45,21
California,Los Angeles,5/16/2020,-48,-10,-22,-40,-30,14
California,Los Angeles,5/17/2020,-48,-15,-13,-44,-30,12
California,Los Angeles,5/18/2020,-45,-18,-33,-49,-44,19
California,Los Angeles,5/19/2020,-42,-13,-13,-44,-44,19
California,Los Angeles,5/20/2020,-42,-11,-10,-43,-44,19
California,Los Angeles,5/21/2020,-42,-10,-10,-43,-44,19
California,Los Angeles,5/22/2020,-43,-8,-10,-43,-42,19
California,Los Angeles,5/23/2020,-46,-7,-18,-39,-28,12
California,Los Angeles,5/24/2020,-47,-11,-2,-43,-29,10
California,Los Angeles,5/25/2020,-46,-13,16,-52,-72,24
California,Los Angeles,5/26/2020,-43,-13,-12,-43,-42,18
California,Los Angeles,5/27/2020,-42,-13,-8,-42,-42,18
California,Los Angeles,5/28/2020,-41,-12,-10,-43,-42,19
California,Los Angeles,5/29/2020,-43,-12,-13,-42,-40,19
California,Los Angeles,5/30/2020,-45,-12,-20,-39,-21,13
California,Los Angeles,5/31/2020,-51,-23,-23,-45,-25,12
California,Los Angeles,6/1/2020,-48,-24,-35,-47,-43,20
California,Los Angeles,6/2/2020,-45,-13,-28,-45,-43,20
California,Los Angeles,6/3/2020,-39,-6,-16,-43,-42,18
California,Los Angeles,6/4/2020,-38,-8,-14,-42,-42,18
California,Los Angeles,6/5/2020,-39,-9,-19,-42,-40,18
California,Los Angeles,6/6/2020,-40,-7,-19,-36,-21,11
California,Los Angeles,6/7/2020,-38,-11,-4,-38,-21,9
California,Los Angeles,6/8/2020,-34,-11,-7,-40,-39,15
California,Los Angeles,6/9/2020,-34,-8,-6,-40,-40,16
California,Los Angeles,6/10/2020,-33,-8,-7,-39,-40,16
California,Los Angeles,6/11/2020,-32,-8,-7,-39,-40,16
California,Los Angeles,6/12/2020,-33,-8,-6,-38,-39,16
California,Los Angeles,6/13/2020,-36,-7,-12,-32,-18,9
California,Los Angeles,6/14/2020,-34,-11,3,-34,-19,7
California,Los Angeles,6/15/2020,-31,-13,-4,-37,-38,14
California,Los Angeles,6/16/2020,-31,-10,-2,-37,-39,15
California,Los Angeles,6/17/2020,-31,-10,-1,-37,-40,15
California,Los Angeles,6/18/2020,-30,-10,-5,-39,-40,15
California,Los Angeles,6/19/2020,-31,-8,-4,-38,-39,14
California,Los Angeles,6/20/2020,-33,-4,-16,-34,-18,8
California,Los Angeles,6/21/2020,-35,-8,-7,-37,-17,6
California,Los Angeles,6/22/2020,-31,-16,-4,-39,-41,14
California,Madera,2/15/2020,7,-3,65,23,-3,0
California,Madera,2/16/2020,12,-7,82,25,-1,-2
California,Madera,2/17/2020,8,-7,13,27,-34,7
California,Madera,2/18/2020,7,-11,31,20,-2,0
California,Madera,2/19/2020,7,-5,22,17,-1,0
California,Madera,2/20/2020,4,-7,40,9,-1,0
California,Madera,2/21/2020,3,-8,11,20,-1,-1
California,Madera,2/22/2020,6,-9,40,11,-1,0
California,Madera,2/23/2020,10,-10,67,12,0,-1
California,Madera,2/24/2020,4,-7,28,13,8,-1
California,Madera,2/25/2020,8,-9,38,25,0,0
California,Madera,2/26/2020,12,-4,41,31,1,-1
California,Madera,2/27/2020,6,-6,40,41,1,-1
California,Madera,2/28/2020,10,-5,34,57,0,-2
California,Madera,2/29/2020,9,-7,57,59,1,-1
California,Madera,3/1/2020,9,-14,22,65,-1,-1
California,Madera,3/2/2020,14,-3,34,47,8,-2
California,Madera,3/3/2020,18,-3,51,56,1,-1
California,Madera,3/4/2020,15,2,35,44,0,0
California,Madera,3/5/2020,11,-1,35,44,1,0
California,Madera,3/6/2020,5,-3,51,63,0,-1
California,Madera,3/7/2020,5,-6,37,51,-2,0
California,Madera,3/8/2020,7,-10,43,49,1,-1
California,Madera,3/9/2020,7,0,29,45,6,-1
California,Madera,3/10/2020,8,-5,29,44,-2,1
California,Madera,3/11/2020,6,2,31,39,-2,1
California,Madera,3/12/2020,8,4,51,22,-1,0
California,Madera,3/13/2020,8,16,38,37,-2,-1
California,Madera,3/14/2020,2,17,19,30,-2,2
California,Madera,3/15/2020,-14,3,-38,21,-6,4
California,Madera,3/16/2020,-3,8,-26,25,-14,10
California,Madera,3/17/2020,-3,9,1,34,-20,10
California,Madera,3/18/2020,-6,23,2,26,-21,9
California,Madera,3/19/2020,-15,7,-8,19,-26,12
California,Madera,3/20/2020,-25,-3,-2,7,-29,13
California,Madera,3/21/2020,-34,-16,-17,-10,-24,13
California,Madera,3/22/2020,-40,-23,6,-14,-29,9
California,Madera,3/23/2020,-27,-17,-22,4,-31,15
California,Madera,3/24/2020,-30,-20,-29,14,-38,16
California,Madera,3/25/2020,-33,-16,-34,4,-37,17
California,Madera,3/26/2020,-30,-19,-27,-2,-38,16
California,Madera,3/27/2020,-30,-21,-22,5,-39,16
California,Madera,3/28/2020,-34,-25,-22,-23,-27,12
California,Madera,3/29/2020,-39,-25,-20,-30,-30,11
California,Madera,3/30/2020,-26,-21,-33,-2,-33,13
California,Madera,3/31/2020,-24,-19,-21,5,-40,15
California,Madera,4/1/2020,-24,-8,-24,4,-39,15
California,Madera,4/2/2020,-27,-11,-9,-8,-39,15
California,Madera,4/3/2020,-27,-14,-23,-6,-39,16
California,Madera,4/4/2020,-32,-18,-17,-20,-28,13
California,Madera,4/5/2020,-47,-30,-59,-28,-34,12
California,Madera,4/6/2020,-27,-15,-39,-9,-39,18
California,Madera,4/7/2020,-27,-18,-30,4,-42,16
California,Madera,4/8/2020,-33,-18,-39,-6,-40,17
California,Madera,4/9/2020,-31,-13,-40,-10,-42,19
California,Madera,4/10/2020,-34,-16,-33,-13,-46,18
California,Madera,4/11/2020,-30,-10,-29,-26,-32,13
California,Madera,4/12/2020,-49,-20,-58,-31,-35,10
California,Madera,4/13/2020,-26,-15,-41,-4,-36,14
California,Madera,4/14/2020,-19,-12,-15,16,-38,14
California,Madera,4/15/2020,-29,4,-25,1,-38,14
California,Madera,4/16/2020,-44,-1,-22,3,-38,14
California,Madera,4/17/2020,-48,-4,-37,1,-38,15
California,Madera,4/18/2020,-48,-5,-27,-14,-24,12
California,Madera,4/19/2020,-51,-9,,-13,-27,9
California,Madera,4/20/2020,-44,-6,-49,11,-35,14
California,Madera,4/21/2020,-42,-5,-18,12,-38,14
California,Madera,4/22/2020,-44,3,-21,12,-38,14
California,Madera,4/23/2020,-45,1,-13,2,-39,14
California,Madera,4/24/2020,-45,-2,-19,1,-38,14
California,Madera,4/25/2020,-43,0,,-5,-25,10
California,Madera,4/26/2020,-48,-4,,-15,-27,8
California,Madera,4/27/2020,-39,2,-25,4,-33,11
California,Madera,4/28/2020,-39,0,-19,12,-38,5
California,Madera,4/29/2020,-42,5,-23,2,-38,13
California,Madera,4/30/2020,-39,4,-6,5,-37,11
California,Madera,5/1/2020,-38,5,-2,12,-37,11
California,Madera,5/2/2020,-39,7,,-1,-21,7
California,Madera,5/3/2020,-43,5,,1,-24,6
California,Madera,5/4/2020,-36,7,-16,11,-30,9
California,Madera,5/5/2020,-36,11,-2,19,-36,11
California,Madera,5/6/2020,-41,8,-12,13,-35,11
California,Madera,5/7/2020,-40,8,-10,5,-35,12
California,Madera,5/8/2020,-39,10,-10,14,-35,11
California,Madera,5/9/2020,-34,27,38,7,-20,6
California,Madera,5/10/2020,-45,26,13,8,-19,4
California,Madera,5/11/2020,-37,2,-10,15,-30,9
California,Madera,5/12/2020,-39,1,-2,22,-34,11
California,Madera,5/13/2020,-42,8,-7,15,-32,10
California,Madera,5/14/2020,-41,2,-3,7,-34,10
California,Madera,5/15/2020,-41,7,2,15,-34,10
California,Madera,5/16/2020,-35,11,72,4,-18,6
California,Madera,5/17/2020,-45,5,20,12,-22,6
California,Madera,5/18/2020,-35,4,-31,14,-28,12
California,Madera,5/19/2020,-36,4,-12,19,-33,10
California,Madera,5/20/2020,-37,11,-2,13,-33,10
California,Madera,5/21/2020,-33,9,16,17,-33,9
California,Madera,5/22/2020,-34,14,18,21,-33,9
California,Madera,5/23/2020,-32,18,106,10,-17,4
California,Madera,5/24/2020,-38,18,108,2,-21,2
California,Madera,5/25/2020,-34,12,57,6,-62,14
California,Madera,5/26/2020,-32,5,9,33,-30,9
California,Madera,5/27/2020,-34,9,10,21,-30,10
California,Madera,5/28/2020,-33,4,17,10,-30,9
California,Madera,5/29/2020,-35,6,23,23,-30,9
California,Madera,5/30/2020,-29,12,95,17,-10,4
California,Madera,5/31/2020,-37,4,50,15,-16,4
California,Madera,6/1/2020,-27,9,5,27,-21,6
California,Madera,6/2/2020,-27,9,24,27,-29,8
California,Madera,6/3/2020,-31,15,12,20,-29,8
California,Madera,6/4/2020,-28,13,30,16,-29,8
California,Madera,6/5/2020,-31,10,29,23,-29,8
California,Madera,6/6/2020,-29,13,104,28,-12,3
California,Madera,6/7/2020,-35,7,55,30,-15,3
California,Madera,6/8/2020,-28,8,22,26,-23,6
California,Madera,6/9/2020,-30,8,31,31,-29,8
California,Madera,6/10/2020,-34,11,21,28,-28,8
California,Madera,6/11/2020,-32,5,36,8,-29,8
California,Madera,6/12/2020,-30,6,21,32,-29,7
California,Madera,6/13/2020,-26,11,119,26,-10,3
California,Madera,6/14/2020,-34,7,77,37,-13,2
California,Madera,6/15/2020,-27,8,22,24,-22,5
California,Madera,6/16/2020,-25,5,41,35,-28,7
California,Madera,6/17/2020,-26,7,34,31,-29,7
California,Madera,6/18/2020,-23,6,46,17,-29,7
California,Madera,6/19/2020,-23,8,53,34,-30,6
California,Madera,6/20/2020,-18,18,153,33,-9,2
California,Madera,6/21/2020,-22,15,100,28,-13,0
California,Madera,6/22/2020,-21,3,43,30,-25,6
California,Marin,2/15/2020,6,7,28,18,-3,-1
California,Marin,2/16/2020,11,8,48,37,-1,-1
California,Marin,2/17/2020,10,4,166,-10,-48,7
California,Marin,2/18/2020,-2,1,22,0,-11,1
California,Marin,2/19/2020,-2,-1,16,-3,-12,1
California,Marin,2/20/2020,-2,-2,17,-3,-12,1
California,Marin,2/21/2020,-1,-9,24,-2,-11,1
California,Marin,2/22/2020,1,-2,13,8,-3,-1
California,Marin,2/23/2020,7,-1,18,17,2,-1
California,Marin,2/24/2020,1,-7,11,6,3,-1
California,Marin,2/25/2020,0,-4,16,4,3,-1
California,Marin,2/26/2020,2,-3,14,3,0,0
California,Marin,2/27/2020,2,0,19,2,1,0
California,Marin,2/28/2020,2,-2,10,2,2,-1
California,Marin,2/29/2020,6,1,0,1,1,0
California,Marin,3/1/2020,6,-2,-2,-1,2,0
California,Marin,3/2/2020,3,-1,9,-3,2,-1
California,Marin,3/3/2020,6,8,17,0,2,-1
California,Marin,3/4/2020,1,6,10,-1,1,0
California,Marin,3/5/2020,2,11,4,-3,-1,1
California,Marin,3/6/2020,0,2,-8,-1,-1,2
California,Marin,3/7/2020,-3,4,-28,-18,-3,2
California,Marin,3/8/2020,-3,2,-5,-10,1,1
California,Marin,3/9/2020,2,4,16,-9,-3,2
California,Marin,3/10/2020,0,7,22,-10,-4,3
California,Marin,3/11/2020,1,11,15,-13,-7,3
California,Marin,3/12/2020,0,21,20,-14,-9,4
California,Marin,3/13/2020,-5,21,-3,-18,-13,6
California,Marin,3/14/2020,-20,12,-45,-36,-10,8
California,Marin,3/15/2020,-24,5,-28,-32,-12,8
California,Marin,3/16/2020,-11,27,-11,-39,-34,12
California,Marin,3/17/2020,-47,-14,-10,-57,-54,23
California,Marin,3/18/2020,-50,-19,-28,-63,-57,26
California,Marin,3/19/2020,-46,-10,18,-58,-58,25
California,Marin,3/20/2020,-49,-16,-2,-55,-56,25
California,Marin,3/21/2020,-54,-12,3,-49,-41,17
California,Marin,3/22/2020,-57,-23,-20,-54,-40,15
California,Marin,3/23/2020,-50,-26,-33,-64,-59,25
California,Marin,3/24/2020,-54,-26,-49,-68,-63,29
California,Marin,3/25/2020,-50,-23,-27,-64,-60,27
California,Marin,3/26/2020,-50,-19,-16,-61,-62,27
California,Marin,3/27/2020,-52,-23,-33,-60,-58,27
California,Marin,3/28/2020,-62,-27,-69,-63,-47,20
California,Marin,3/29/2020,-61,-30,-59,-61,-42,17
