state,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
California,Sutter,6/3/2020,2,7,,0,-30,6
California,Sutter,6/4/2020,1,9,,-10,-32,7
California,Sutter,6/5/2020,-6,7,,3,-30,7
California,Sutter,6/6/2020,-8,9,,,-12,3
California,Sutter,6/7/2020,-2,4,,,-14,2
California,Sutter,6/8/2020,-1,6,,-6,-28,6
California,Sutter,6/9/2020,-5,2,,-11,-30,6
California,Sutter,6/10/2020,-2,2,,-7,-30,6
California,Sutter,6/11/2020,-4,1,,-5,-31,7
California,Sutter,6/12/2020,-12,1,,-2,-29,6
California,Sutter,6/13/2020,-8,5,,,-9,2
California,Sutter,6/14/2020,-5,-1,,,-13,1
California,Sutter,6/15/2020,-6,0,,-3,-29,5
California,Sutter,6/16/2020,-2,1,,,-29,5
California,Sutter,6/17/2020,-1,1,,4,-30,6
California,Sutter,6/18/2020,-3,4,,2,-32,6
California,Sutter,6/19/2020,-9,3,,0,-32,6
California,Sutter,6/20/2020,-8,9,,,-13,2
California,Sutter,6/21/2020,-8,3,,,-11,0
California,Sutter,6/22/2020,-7,-3,,-1,-33,6
California,Tehama,2/15/2020,5,10,42,-1,-3,-1
California,Tehama,2/16/2020,10,9,,4,-2,
California,Tehama,2/17/2020,5,1,,10,-36,7
California,Tehama,2/18/2020,3,8,,-1,-15,2
California,Tehama,2/19/2020,4,4,,3,-14,1
California,Tehama,2/20/2020,3,1,,8,-17,2
California,Tehama,2/21/2020,-1,-1,-2,6,-17,3
California,Tehama,2/22/2020,4,6,5,-3,-4,-1
California,Tehama,2/23/2020,4,7,,9,-6,
California,Tehama,2/24/2020,4,3,,3,2,0
California,Tehama,2/25/2020,9,9,,2,1,0
California,Tehama,2/26/2020,13,17,,4,2,-2
California,Tehama,2/27/2020,11,9,,7,1,-1
California,Tehama,2/28/2020,11,11,12,10,2,-1
California,Tehama,2/29/2020,10,14,2,1,5,-2
California,Tehama,3/1/2020,14,12,,9,-1,
California,Tehama,3/2/2020,14,14,,3,1,-1
California,Tehama,3/3/2020,15,26,,7,1,-2
California,Tehama,3/4/2020,12,13,,4,1,-1
California,Tehama,3/5/2020,11,12,,3,0,-1
California,Tehama,3/6/2020,7,8,8,6,0,-1
California,Tehama,3/7/2020,-1,6,-20,-10,-3,0
California,Tehama,3/8/2020,7,12,,8,-2,
California,Tehama,3/9/2020,10,14,,6,0,-1
California,Tehama,3/10/2020,9,17,,5,1,-1
California,Tehama,3/11/2020,6,11,,6,-1,-1
California,Tehama,3/12/2020,4,19,,3,0,-1
California,Tehama,3/13/2020,2,15,8,3,-1,0
California,Tehama,3/14/2020,-3,14,-2,-8,-2,2
California,Tehama,3/15/2020,4,19,0,7,-7,
California,Tehama,3/16/2020,3,24,,3,-19,4
California,Tehama,3/17/2020,-13,6,-31,0,-23,9
California,Tehama,3/18/2020,-13,17,,7,-23,8
California,Tehama,3/19/2020,-10,24,,8,-26,7
California,Tehama,3/20/2020,-26,8,-10,0,-31,12
California,Tehama,3/21/2020,-31,1,-8,-13,-15,
California,Tehama,3/22/2020,-25,0,,-5,-26,
California,Tehama,3/23/2020,-23,-4,,-10,-31,12
California,Tehama,3/24/2020,-32,-9,-26,-12,-35,14
California,Tehama,3/25/2020,-28,-3,,-9,-34,13
California,Tehama,3/26/2020,-29,-9,,-8,-35,12
California,Tehama,3/27/2020,-34,-9,-12,-14,-36,15
California,Tehama,3/28/2020,-36,-2,-43,-24,-24,
California,Tehama,3/29/2020,-34,-9,-9,-22,-27,
California,Tehama,3/30/2020,-26,-6,,-10,-35,12
California,Tehama,3/31/2020,-24,-3,,-10,-36,12
California,Tehama,4/1/2020,-20,8,,-4,-35,11
California,Tehama,4/2/2020,-25,1,,-7,-37,11
California,Tehama,4/3/2020,-24,5,0,-14,-37,13
California,Tehama,4/4/2020,-35,-4,-60,-28,-29,
California,Tehama,4/5/2020,-39,-5,-31,-27,-31,
California,Tehama,4/6/2020,-26,1,,-18,-34,12
California,Tehama,4/7/2020,-25,-10,,-16,-36,12
California,Tehama,4/8/2020,-26,0,,-12,-36,12
California,Tehama,4/9/2020,-29,-3,-7,-15,-38,13
California,Tehama,4/10/2020,-29,-2,-4,-20,-39,14
California,Tehama,4/11/2020,-27,11,-5,-28,-24,
California,Tehama,4/12/2020,-32,-8,,-29,-31,
California,Tehama,4/13/2020,-21,-6,,-19,-34,11
California,Tehama,4/14/2020,-21,-4,,-18,-36,11
California,Tehama,4/15/2020,-20,10,,-10,-36,10
California,Tehama,4/16/2020,-32,4,-3,-11,-36,11
California,Tehama,4/17/2020,-37,6,-1,-17,-35,13
California,Tehama,4/18/2020,-33,10,-18,-21,-17,
California,Tehama,4/19/2020,-32,8,,-30,-26,
California,Tehama,4/20/2020,-30,7,,-14,-33,11
California,Tehama,4/21/2020,-34,6,,-16,-32,11
California,Tehama,4/22/2020,-34,8,,-14,-35,11
California,Tehama,4/23/2020,-33,4,,-21,-35,11
California,Tehama,4/24/2020,-36,3,3,-22,-33,12
California,Tehama,4/25/2020,-37,10,-13,-19,-20,
California,Tehama,4/26/2020,-32,17,,-19,-25,
California,Tehama,4/27/2020,-30,12,,-16,-31,10
California,Tehama,4/28/2020,-30,18,,-11,-32,3
California,Tehama,4/29/2020,-29,11,,-12,-32,10
California,Tehama,4/30/2020,-27,11,,-9,-35,10
California,Tehama,5/1/2020,-26,17,10,-4,-31,10
California,Tehama,5/2/2020,-27,21,-5,-19,-15,
California,Tehama,5/3/2020,-24,16,,-6,-17,
California,Tehama,5/4/2020,-22,22,,-2,-31,9
