County,Date,Index
Santa Clara,4/2/2020,39.34
Santa Cruz,4/2/2020,46.91
Shasta,4/2/2020,73.42
Siskiyou,4/2/2020,90.72
Solano,4/2/2020,59.69
Sonoma,4/2/2020,51.75
Stanislaus,4/2/2020,63.9
Sutter,4/2/2020,72.2
Tehama,4/2/2020,81.11
Tulare,4/2/2020,77.82
Tuolumne,4/2/2020,74.6
Ventura,4/2/2020,57.11
Yolo,4/2/2020,54.24
Yuba,4/2/2020,78.44
Alameda,4/3/2020,50.02
Amador,4/3/2020,77.11
Butte,4/3/2020,84.62
Calaveras,4/3/2020,78.23
Colusa,4/3/2020,83.67
Contra Costa,4/3/2020,57.21
Del Norte,4/3/2020,55.6
El Dorado,4/3/2020,61.33
Fresno,4/3/2020,77.62
Glenn,4/3/2020,87.62
Humboldt,4/3/2020,64.55
Imperial,4/3/2020,78.06
Inyo,4/3/2020,46.36
Kern,4/3/2020,84.52
Kings,4/3/2020,86.72
Lake,4/3/2020,74.64
Lassen,4/3/2020,103.42
Los Angeles,4/3/2020,50.13
Madera,4/3/2020,76.17
Marin,4/3/2020,48.13
Mariposa,4/3/2020,29.43
Mendocino,4/3/2020,62.85
Merced,4/3/2020,77.99
Mono,4/3/2020,32.29
Monterey,4/3/2020,60.69
Napa,4/3/2020,55.3
Nevada,4/3/2020,61.81
Orange,4/3/2020,52.03
Placer,4/3/2020,67.63
Riverside,4/3/2020,64.29
Sacramento,4/3/2020,65.16
San Benito,4/3/2020,66.16
San Bernardino,4/3/2020,66.65
San Diego,4/3/2020,54.3
San Francisco,4/3/2020,36.82
San Joaquin,4/3/2020,73.24
San Luis Obispo,4/3/2020,65.2
San Mateo,4/3/2020,41.59
Santa Barbara,4/3/2020,62.7
Santa Clara,4/3/2020,44.76
Santa Cruz,4/3/2020,50.63
Shasta,4/3/2020,82.55
Siskiyou,4/3/2020,103.82
Solano,4/3/2020,65.83
Sonoma,4/3/2020,56.93
Stanislaus,4/3/2020,72.57
Sutter,4/3/2020,80.35
Tehama,4/3/2020,93.02
Tulare,4/3/2020,87.64
Tuolumne,4/3/2020,73.94
Ventura,4/3/2020,64.78
Yolo,4/3/2020,59.73
Yuba,4/3/2020,82.14
Alameda,4/4/2020,39.25
Amador,4/4/2020,60.89
Butte,4/4/2020,59.41
Calaveras,4/4/2020,57.24
Colusa,4/4/2020,63.59
Contra Costa,4/4/2020,45.65
Del Norte,4/4/2020,47.86
El Dorado,4/4/2020,43.17
Fresno,4/4/2020,64.74
Glenn,4/4/2020,73.95
Humboldt,4/4/2020,51.19
Imperial,4/4/2020,68.56
Inyo,4/4/2020,50.42
Kern,4/4/2020,71.99
Kings,4/4/2020,69.65
Lake,4/4/2020,55.89
Lassen,4/4/2020,67.78
Los Angeles,4/4/2020,43.44
Madera,4/4/2020,66.98
Marin,4/4/2020,37.16
Mariposa,4/4/2020,29.76
Mendocino,4/4/2020,47.75
Merced,4/4/2020,65.68
Mono,4/4/2020,30.25
Monterey,4/4/2020,50.24
Napa,4/4/2020,37.18
Nevada,4/4/2020,45.7
Orange,4/4/2020,45.7
Placer,4/4/2020,49.54
Riverside,4/4/2020,54.33
Sacramento,4/4/2020,49.51
San Benito,4/4/2020,51.44
San Bernardino,4/4/2020,56.13
San Diego,4/4/2020,45.91
San Francisco,4/4/2020,29.43
San Joaquin,4/4/2020,57.49
San Luis Obispo,4/4/2020,59.66
San Mateo,4/4/2020,32.77
Santa Barbara,4/4/2020,58.87
Santa Clara,4/4/2020,36.29
Santa Cruz,4/4/2020,41.54
Shasta,4/4/2020,59.17
Siskiyou,4/4/2020,90.72
Solano,4/4/2020,52.31
Sonoma,4/4/2020,41.81
Stanislaus,4/4/2020,57.5
Sutter,4/4/2020,57.56
Tehama,4/4/2020,68.63
Tulare,4/4/2020,71.23
Tuolumne,4/4/2020,60.81
Ventura,4/4/2020,56.03
Yolo,4/4/2020,43.33
Yuba,4/4/2020,58.87
Alameda,4/5/2020,29.93
Amador,4/5/2020,42.99
Butte,4/5/2020,48.25
Calaveras,4/5/2020,43.15
Colusa,4/5/2020,51.62
Contra Costa,4/5/2020,35.55
Del Norte,4/5/2020,44.18
El Dorado,4/5/2020,35.17
Fresno,4/5/2020,45.6
Glenn,4/5/2020,53.67
Humboldt,4/5/2020,44.69
Imperial,4/5/2020,55.64
Inyo,4/5/2020,41.27
Kern,4/5/2020,56.44
Kings,4/5/2020,54.95
Lake,4/5/2020,51.61
Lassen,4/5/2020,61.72
Los Angeles,4/5/2020,33.35
Madera,4/5/2020,46.92
Marin,4/5/2020,28.4
Mariposa,4/5/2020,29.81
Mendocino,4/5/2020,43.5
Merced,4/5/2020,49.82
Mono,4/5/2020,24.64
Monterey,4/5/2020,36.9
Napa,4/5/2020,31.11
Nevada,4/5/2020,33
Orange,4/5/2020,33.27
Placer,4/5/2020,37.46
Riverside,4/5/2020,42.6
Sacramento,4/5/2020,38.15
San Benito,4/5/2020,41.67
San Bernardino,4/5/2020,43.48
San Diego,4/5/2020,35.66
San Francisco,4/5/2020,24.83
San Joaquin,4/5/2020,44.28
San Luis Obispo,4/5/2020,38.13
San Mateo,4/5/2020,25.44
Santa Barbara,4/5/2020,41.81
Santa Clara,4/5/2020,27.72
Santa Cruz,4/5/2020,30.41
Shasta,4/5/2020,49.19
Siskiyou,4/5/2020,81.54
Solano,4/5/2020,40.4
Sonoma,4/5/2020,34.03
Stanislaus,4/5/2020,43.97
Sutter,4/5/2020,44.94
Tehama,4/5/2020,61.78
Tulare,4/5/2020,52.41
Tuolumne,4/5/2020,46.83
Ventura,4/5/2020,41.24
Yolo,4/5/2020,34.32
Yuba,4/5/2020,45.52
Alameda,4/6/2020,39.67
Amador,4/6/2020,53.66
Butte,4/6/2020,70.46
Calaveras,4/6/2020,61.28
Colusa,4/6/2020,60.04
Contra Costa,4/6/2020,46.1
Del Norte,4/6/2020,51.03
El Dorado,4/6/2020,51.41
Fresno,4/6/2020,63.25
Glenn,4/6/2020,77.73
Humboldt,4/6/2020,64.31
Imperial,4/6/2020,62.2
Inyo,4/6/2020,36.19
Kern,4/6/2020,68.16
Kings,4/6/2020,63.61
Lake,4/6/2020,61.17
Lassen,4/6/2020,84.53
Los Angeles,4/6/2020,39.83
Madera,4/6/2020,62.68
Marin,4/6/2020,36.91
Mariposa,4/6/2020,26.25
Mendocino,4/6/2020,57.99
Merced,4/6/2020,62.62
Mono,4/6/2020,21.47
Monterey,4/6/2020,49.13
Napa,4/6/2020,42.75
Nevada,4/6/2020,51.04
Orange,4/6/2020,39.46
Placer,4/6/2020,53.49
Riverside,4/6/2020,50.39
Sacramento,4/6/2020,54.09
San Benito,4/6/2020,48.64
San Bernardino,4/6/2020,51.54
San Diego,4/6/2020,42.02
San Francisco,4/6/2020,29.16
San Joaquin,4/6/2020,60.67
San Luis Obispo,4/6/2020,49.95
San Mateo,4/6/2020,31.99
Santa Barbara,4/6/2020,50.87
Santa Clara,4/6/2020,34.46
Santa Cruz,4/6/2020,38.45
Shasta,4/6/2020,69.87
Siskiyou,4/6/2020,83.07
Solano,4/6/2020,53.8
Sonoma,4/6/2020,46.23
Stanislaus,4/6/2020,61.4
Sutter,4/6/2020,65.11
Tehama,4/6/2020,78.62
Tulare,4/6/2020,69.76
Tuolumne,4/6/2020,60.3
Ventura,4/6/2020,50.26
Yolo,4/6/2020,49.72
Yuba,4/6/2020,67.45
Alameda,4/7/2020,43.44
Amador,4/7/2020,67.37
Butte,4/7/2020,73.51
Calaveras,4/7/2020,73.15
Colusa,4/7/2020,64.57
Contra Costa,4/7/2020,50.19
Del Norte,4/7/2020,62
El Dorado,4/7/2020,57.87
Fresno,4/7/2020,66.67
Glenn,4/7/2020,79.2
Humboldt,4/7/2020,61.23
Imperial,4/7/2020,59.97
Inyo,4/7/2020,35.93
Kern,4/7/2020,68.47
Kings,4/7/2020,67.06
Lake,4/7/2020,69.32
Lassen,4/7/2020,91.02
Los Angeles,4/7/2020,40.22
Madera,4/7/2020,64.66
Marin,4/7/2020,42.85
Mariposa,4/7/2020,30.45
Mendocino,4/7/2020,61.54
Merced,4/7/2020,65.36
Mono,4/7/2020,26.4
Monterey,4/7/2020,52.51
Napa,4/7/2020,49.26
Nevada,4/7/2020,54.53
Orange,4/7/2020,40.97
Placer,4/7/2020,59.31
Riverside,4/7/2020,48.61
Sacramento,4/7/2020,58.4
San Benito,4/7/2020,53.66
San Bernardino,4/7/2020,50.95
San Diego,4/7/2020,42.13
San Francisco,4/7/2020,33.69
San Joaquin,4/7/2020,63.39
San Luis Obispo,4/7/2020,52.46
San Mateo,4/7/2020,36.11
Santa Barbara,4/7/2020,51.41
Santa Clara,4/7/2020,39.02
Santa Cruz,4/7/2020,44.17
Shasta,4/7/2020,73.15
Siskiyou,4/7/2020,86.09
Solano,4/7/2020,57.66
Sonoma,4/7/2020,50.09
Stanislaus,4/7/2020,63.6
Sutter,4/7/2020,69.5
Tehama,4/7/2020,80.91
Tulare,4/7/2020,73.22
Tuolumne,4/7/2020,76.48
Ventura,4/7/2020,52.05
Yolo,4/7/2020,53
Yuba,4/7/2020,71.65
Alameda,4/8/2020,43.39
Amador,4/8/2020,69.94
Butte,4/8/2020,79.25
Calaveras,4/8/2020,68.02
Colusa,4/8/2020,71.63
Contra Costa,4/8/2020,50.18
Del Norte,4/8/2020,64.73
El Dorado,4/8/2020,57.99
Fresno,4/8/2020,65.42
Glenn,4/8/2020,76.74
Humboldt,4/8/2020,64.36
Imperial,4/8/2020,56.2
Inyo,4/8/2020,34.8
Kern,4/8/2020,64.82
Kings,4/8/2020,68.51
Lake,4/8/2020,75.96
Lassen,4/8/2020,98.15
Los Angeles,4/8/2020,40.93
Madera,4/8/2020,66
Marin,4/8/2020,43.29
Mariposa,4/8/2020,28.97
Mendocino,4/8/2020,62.54
Merced,4/8/2020,67.5
Mono,4/8/2020,19.82
Monterey,4/8/2020,53.23
Napa,4/8/2020,50.12
Nevada,4/8/2020,57.29
Orange,4/8/2020,43.08
Placer,4/8/2020,59.3
Riverside,4/8/2020,49.37
Sacramento,4/8/2020,57.5
San Benito,4/8/2020,53.83
San Bernardino,4/8/2020,51.25
San Diego,4/8/2020,43.52
San Francisco,4/8/2020,33.63
San Joaquin,4/8/2020,64.01
San Luis Obispo,4/8/2020,51.23
San Mateo,4/8/2020,36.44
Santa Barbara,4/8/2020,50.37
Santa Clara,4/8/2020,39.07
Santa Cruz,4/8/2020,42.39
Shasta,4/8/2020,77.83
Siskiyou,4/8/2020,87.83
Solano,4/8/2020,57.64
Sonoma,4/8/2020,50.78
Stanislaus,4/8/2020,63.81
Sutter,4/8/2020,69.89
Tehama,4/8/2020,79.02
Tulare,4/8/2020,68.1
Tuolumne,4/8/2020,72.12
Ventura,4/8/2020,53.08
Yolo,4/8/2020,53.53
Yuba,4/8/2020,74.02
Alameda,4/9/2020,43.47
Amador,4/9/2020,66.52
Butte,4/9/2020,75.39
Calaveras,4/9/2020,74.06
Colusa,4/9/2020,80.43
Contra Costa,4/9/2020,51.41
Del Norte,4/9/2020,59.87
El Dorado,4/9/2020,57.13
Fresno,4/9/2020,66.75
Glenn,4/9/2020,84.61
Humboldt,4/9/2020,65.22
Imperial,4/9/2020,65.88
Inyo,4/9/2020,39.02
Kern,4/9/2020,68.83
Kings,4/9/2020,68.72
Lake,4/9/2020,69.66
Lassen,4/9/2020,105.06
Los Angeles,4/9/2020,39.26
Madera,4/9/2020,67.05
Marin,4/9/2020,43.12
Mariposa,4/9/2020,31.77
Mendocino,4/9/2020,65.39
Merced,4/9/2020,66.81
Mono,4/9/2020,23.5
Monterey,4/9/2020,55.37
Napa,4/9/2020,50.96
Nevada,4/9/2020,57.67
Orange,4/9/2020,41.25
Placer,4/9/2020,61.36
Riverside,4/9/2020,49.99
Sacramento,4/9/2020,58.91
San Benito,4/9/2020,54.89
San Bernardino,4/9/2020,52.02
San Diego,4/9/2020,43.93
San Francisco,4/9/2020,33.74
San Joaquin,4/9/2020,66.56
San Luis Obispo,4/9/2020,52.82
San Mateo,4/9/2020,37.69
Santa Barbara,4/9/2020,48.43
Santa Clara,4/9/2020,39.78
Santa Cruz,4/9/2020,42.69
Shasta,4/9/2020,72.89
Siskiyou,4/9/2020,93.93
Solano,4/9/2020,59.57
Sonoma,4/9/2020,53.43
Stanislaus,4/9/2020,65.11
Sutter,4/9/2020,71.08
Tehama,4/9/2020,80.15
Tulare,4/9/2020,73.79
Tuolumne,4/9/2020,74.02
Ventura,4/9/2020,50.7
Yolo,4/9/2020,55.06
Yuba,4/9/2020,73.88
Alameda,4/10/2020,50.84
Amador,4/10/2020,77.76
Butte,4/10/2020,85.12
Calaveras,4/10/2020,77.62
Colusa,4/10/2020,80.89
Contra Costa,4/10/2020,59.27
Del Norte,4/10/2020,55.38
El Dorado,4/10/2020,64.31
Fresno,4/10/2020,77.86
Glenn,4/10/2020,86.64
Humboldt,4/10/2020,70.66
Imperial,4/10/2020,64.7
Inyo,4/10/2020,43.38
Kern,4/10/2020,83.64
Kings,4/10/2020,82.3
Lake,4/10/2020,72.68
Lassen,4/10/2020,118.6
Los Angeles,4/10/2020,46.45
Madera,4/10/2020,76.24
Marin,4/10/2020,49.36
Mariposa,4/10/2020,34.95
Mendocino,4/10/2020,67.02
Merced,4/10/2020,76.76
Mono,4/10/2020,30.9
Monterey,4/10/2020,65.3
Napa,4/10/2020,56.93
Nevada,4/10/2020,65.5
Orange,4/10/2020,48.99
Placer,4/10/2020,69.82
Riverside,4/10/2020,58.75
Sacramento,4/10/2020,66.58
San Benito,4/10/2020,65.94
San Bernardino,4/10/2020,59.48
San Diego,4/10/2020,49.37
San Francisco,4/10/2020,39.5
San Joaquin,4/10/2020,73.79
San Luis Obispo,4/10/2020,69.61
San Mateo,4/10/2020,42.74
Santa Barbara,4/10/2020,63.91
Santa Clara,4/10/2020,45.65
Santa Cruz,4/10/2020,49.37
Shasta,4/10/2020,86.83
Siskiyou,4/10/2020,105.9
Solano,4/10/2020,67.23
Sonoma,4/10/2020,59.95
Stanislaus,4/10/2020,72.3
Sutter,4/10/2020,82.44
Tehama,4/10/2020,91.15
Tulare,4/10/2020,87.96
Tuolumne,4/10/2020,77.71
Ventura,4/10/2020,63
Yolo,4/10/2020,61.4
Yuba,4/10/2020,82.85
Alameda,4/11/2020,44.25
Amador,4/11/2020,77.05
Butte,4/11/2020,76.29
Calaveras,4/11/2020,75.58
Colusa,4/11/2020,74.93
Contra Costa,4/11/2020,52.68
Del Norte,4/11/2020,61.78
El Dorado,4/11/2020,60.92
Fresno,4/11/2020,65.79
Glenn,4/11/2020,80.25
Humboldt,4/11/2020,62.4
Imperial,4/11/2020,66.08
Inyo,4/11/2020,46.61
Kern,4/11/2020,76.21
Kings,4/11/2020,75.07
Lake,4/11/2020,72.08
Lassen,4/11/2020,96.36
Los Angeles,4/11/2020,44.87
Madera,4/11/2020,68.1
Marin,4/11/2020,45.14
Mariposa,4/11/2020,38.42
Mendocino,4/11/2020,61.74
Merced,4/11/2020,68.67
Mono,4/11/2020,36.3
Monterey,4/11/2020,56.98
Napa,4/11/2020,48.16
Nevada,4/11/2020,59.19
Orange,4/11/2020,48.26
Placer,4/11/2020,63.13
Riverside,4/11/2020,56.63
Sacramento,4/11/2020,58.57
San Benito,4/11/2020,58.04
San Bernardino,4/11/2020,57.26
San Diego,4/11/2020,49.78
San Francisco,4/11/2020,34.05
San Joaquin,4/11/2020,65.56
San Luis Obispo,4/11/2020,64.86
San Mateo,4/11/2020,38.23
Santa Barbara,4/11/2020,63.3
Santa Clara,4/11/2020,41.13
Santa Cruz,4/11/2020,45.68
Shasta,4/11/2020,73.4
Siskiyou,4/11/2020,105.4
Solano,4/11/2020,61.15
Sonoma,4/11/2020,49.44
Stanislaus,4/11/2020,64.24
Sutter,4/11/2020,73.45
Tehama,4/11/2020,84.06
Tulare,4/11/2020,75.51
Tuolumne,4/11/2020,76.38
Ventura,4/11/2020,62.17
Yolo,4/11/2020,54.78
Yuba,4/11/2020,80.82
Alameda,4/12/2020,32.07
Amador,4/12/2020,51.92
Butte,4/12/2020,52.72
Calaveras,4/12/2020,58.37
Colusa,4/12/2020,56.96
Contra Costa,4/12/2020,36.85
Del Norte,4/12/2020,57.36
El Dorado,4/12/2020,41.5
Fresno,4/12/2020,41.74
Glenn,4/12/2020,60.12
Humboldt,4/12/2020,48.81
Imperial,4/12/2020,50.63
Inyo,4/12/2020,32.22
Kern,4/12/2020,51.55
Kings,4/12/2020,46.38
Lake,4/12/2020,53.26
Lassen,4/12/2020,74.7
Los Angeles,4/12/2020,30.72
Madera,4/12/2020,49.79
Marin,4/12/2020,32.02
Mariposa,4/12/2020,32.69
Mendocino,4/12/2020,44.16
Merced,4/12/2020,51.05
Mono,4/12/2020,25.56
Monterey,4/12/2020,39.12
Napa,4/12/2020,32.91
Nevada,4/12/2020,41.2
Orange,4/12/2020,30.29
Placer,4/12/2020,38.82
Riverside,4/12/2020,36.88
Sacramento,4/12/2020,40.58
San Benito,4/12/2020,41.01
San Bernardino,4/12/2020,38.04
San Diego,4/12/2020,31.7
San Francisco,4/12/2020,27.34
San Joaquin,4/12/2020,44.91
San Luis Obispo,4/12/2020,39.53
San Mateo,4/12/2020,27.75
Santa Barbara,4/12/2020,42.55
Santa Clara,4/12/2020,30.09
Santa Cruz,4/12/2020,31.1
Shasta,4/12/2020,51.07
Siskiyou,4/12/2020,77.85
Solano,4/12/2020,41.99
Sonoma,4/12/2020,34.93
Stanislaus,4/12/2020,43.1
Sutter,4/12/2020,51.83
Tehama,4/12/2020,67.89
Tulare,4/12/2020,47.46
Tuolumne,4/12/2020,45.22
Ventura,4/12/2020,38.56
Yolo,4/12/2020,37.29
Yuba,4/12/2020,55.43
Alameda,4/13/2020,43.61
Amador,4/13/2020,64.6
Butte,4/13/2020,79.75
Calaveras,4/13/2020,81.75
Colusa,4/13/2020,75.63
Contra Costa,4/13/2020,51.05
Del Norte,4/13/2020,59.94
El Dorado,4/13/2020,60.24
Fresno,4/13/2020,68.41
Glenn,4/13/2020,75.85
Humboldt,4/13/2020,72.55
Imperial,4/13/2020,62.86
Inyo,4/13/2020,36.05
Kern,4/13/2020,76.01
Kings,4/13/2020,71.64
Lake,4/13/2020,72.01
Lassen,4/13/2020,98.79
Los Angeles,4/13/2020,43.21
Madera,4/13/2020,70.85
Marin,4/13/2020,43.53
Mariposa,4/13/2020,39.41
Mendocino,4/13/2020,65.65
Merced,4/13/2020,72.31
Mono,4/13/2020,30.74
Monterey,4/13/2020,56.38
Napa,4/13/2020,48.68
Nevada,4/13/2020,59.1
Orange,4/13/2020,44.68
Placer,4/13/2020,61.02
Riverside,4/13/2020,54.56
Sacramento,4/13/2020,59.17
San Benito,4/13/2020,58.53
San Bernardino,4/13/2020,55.89
San Diego,4/13/2020,46.5
San Francisco,4/13/2020,32.25
San Joaquin,4/13/2020,67
San Luis Obispo,4/13/2020,55.29
San Mateo,4/13/2020,36.71
Santa Barbara,4/13/2020,54.4
Santa Clara,4/13/2020,38.82
Santa Cruz,4/13/2020,43.79
Shasta,4/13/2020,79.13
Siskiyou,4/13/2020,100.94
Solano,4/13/2020,60.44
Sonoma,4/13/2020,52.62
Stanislaus,4/13/2020,65.74
Sutter,4/13/2020,75.5
Tehama,4/13/2020,84.8
Tulare,4/13/2020,77.52
Tuolumne,4/13/2020,79.49
Ventura,4/13/2020,55.64
Yolo,4/13/2020,53.83
Yuba,4/13/2020,77.82
Alameda,4/14/2020,45.26
Amador,4/14/2020,76.7
Butte,4/14/2020,81.91
Calaveras,4/14/2020,77.69
Colusa,4/14/2020,76.4
Contra Costa,4/14/2020,53.84
Del Norte,4/14/2020,58.76
El Dorado,4/14/2020,61.84
Fresno,4/14/2020,73.05
Glenn,4/14/2020,77.88
Humboldt,4/14/2020,70.14
Imperial,4/14/2020,65.63
Inyo,4/14/2020,39.93
Kern,4/14/2020,79.05
Kings,4/14/2020,77.62
Lake,4/14/2020,75.34
Lassen,4/14/2020,103.35
Los Angeles,4/14/2020,45.62
Madera,4/14/2020,96.31
Marin,4/14/2020,46.39
Mariposa,4/14/2020,33.86
Mendocino,4/14/2020,69.19
Merced,4/14/2020,73.62
Mono,4/14/2020,26.35
Monterey,4/14/2020,58.52
Napa,4/14/2020,51.2
Nevada,4/14/2020,61.8
Orange,4/14/2020,47.88
Placer,4/14/2020,62.88
Riverside,4/14/2020,58.01
Sacramento,4/14/2020,61.76
San Benito,4/14/2020,59.83
San Bernardino,4/14/2020,58.25
San Diego,4/14/2020,50.09
San Francisco,4/14/2020,34.81
San Joaquin,4/14/2020,68.96
San Luis Obispo,4/14/2020,60.27
San Mateo,4/14/2020,38.56
Santa Barbara,4/14/2020,60.22
Santa Clara,4/14/2020,40.57
Santa Cruz,4/14/2020,45.04
Shasta,4/14/2020,81.31
Siskiyou,4/14/2020,100.42
Solano,4/14/2020,61.63
Sonoma,4/14/2020,54.26
Stanislaus,4/14/2020,67.77
Sutter,4/14/2020,80.25
Tehama,4/14/2020,83.78
Tulare,4/14/2020,83.49
Tuolumne,4/14/2020,77.07
Ventura,4/14/2020,58.57
Yolo,4/14/2020,56.35
Yuba,4/14/2020,80.93
Alameda,4/15/2020,48.03
Amador,4/15/2020,72.14
Butte,4/15/2020,84.69
Calaveras,4/15/2020,84.82
Colusa,4/15/2020,76.07
Contra Costa,4/15/2020,55.95
Del Norte,4/15/2020,70.03
El Dorado,4/15/2020,62.08
Fresno,4/15/2020,78.04
Glenn,4/15/2020,90.97
Humboldt,4/15/2020,73.04
Imperial,4/15/2020,66.91
Inyo,4/15/2020,41.39
Kern,4/15/2020,85.84
Kings,4/15/2020,79.95
Lake,4/15/2020,79.77
Lassen,4/15/2020,102.42
Los Angeles,4/15/2020,48.68
Madera,4/15/2020,77.16
Marin,4/15/2020,49.55
Mariposa,4/15/2020,36.81
Mendocino,4/15/2020,70.32
Merced,4/15/2020,77.23
Mono,4/15/2020,27.68
Monterey,4/15/2020,63.48
Napa,4/15/2020,51.84
Nevada,4/15/2020,62.03
Orange,4/15/2020,50.75
Placer,4/15/2020,65.53
Riverside,4/15/2020,61.38
Sacramento,4/15/2020,65.62
San Benito,4/15/2020,63.5
San Bernardino,4/15/2020,62.9
San Diego,4/15/2020,53.18
San Francisco,4/15/2020,35.84
San Joaquin,4/15/2020,73.56
San Luis Obispo,4/15/2020,65.26
San Mateo,4/15/2020,39.64
Santa Barbara,4/15/2020,64
Santa Clara,4/15/2020,43.31
Santa Cruz,4/15/2020,46.69
Shasta,4/15/2020,84.89
Siskiyou,4/15/2020,92.63
Solano,4/15/2020,65.22
Sonoma,4/15/2020,59.2
Stanislaus,4/15/2020,73.08
Sutter,4/15/2020,84.9
Tehama,4/15/2020,87.49
Tulare,4/15/2020,89.86
Tuolumne,4/15/2020,86.48
Ventura,4/15/2020,64.02
Yolo,4/15/2020,56.76
Yuba,4/15/2020,83.26
Alameda,4/16/2020,47.18
Amador,4/16/2020,79.7
Butte,4/16/2020,89.28
Calaveras,4/16/2020,90.13
Colusa,4/16/2020,76.94
Contra Costa,4/16/2020,55.49
Del Norte,4/16/2020,75.33
El Dorado,4/16/2020,65.12
Fresno,4/16/2020,78.45
Glenn,4/16/2020,79.23
Humboldt,4/16/2020,73.06
Imperial,4/16/2020,71.94
Inyo,4/16/2020,42.32
Kern,4/16/2020,87.9
Kings,4/16/2020,82.21
Lake,4/16/2020,83.28
Lassen,4/16/2020,108.62
Los Angeles,4/16/2020,49.02
Madera,4/16/2020,81.81
Marin,4/16/2020,48.47
Mariposa,4/16/2020,39.33
Mendocino,4/16/2020,76.46
Merced,4/16/2020,79.15
Mono,4/16/2020,27.49
Monterey,4/16/2020,62.56
Napa,4/16/2020,52.43
Nevada,4/16/2020,64.79
Orange,4/16/2020,51.3
Placer,4/16/2020,67.03
Riverside,4/16/2020,62.56
Sacramento,4/16/2020,65.34
San Benito,4/16/2020,62.67
San Bernardino,4/16/2020,64.16
San Diego,4/16/2020,53.18
San Francisco,4/16/2020,33.43
San Joaquin,4/16/2020,73.41
San Luis Obispo,4/16/2020,63.99
San Mateo,4/16/2020,38.65
Santa Barbara,4/16/2020,64.56
Santa Clara,4/16/2020,42.54
Santa Cruz,4/16/2020,47.15
Shasta,4/16/2020,86.92
Siskiyou,4/16/2020,103.24
Solano,4/16/2020,65.19
Sonoma,4/16/2020,58.47
Stanislaus,4/16/2020,73.29
Sutter,4/16/2020,86.15
Tehama,4/16/2020,93.89
Tulare,4/16/2020,87.9
Tuolumne,4/16/2020,84.96
Ventura,4/16/2020,63.65
Yolo,4/16/2020,58.39
Yuba,4/16/2020,87.9
Alameda,4/17/2020,52.87
Amador,4/17/2020,91.65
Butte,4/17/2020,95.12
Calaveras,4/17/2020,87.7
Colusa,4/17/2020,90.6
Contra Costa,4/17/2020,61.64
Del Norte,4/17/2020,69
El Dorado,4/17/2020,68.4
Fresno,4/17/2020,86
Glenn,4/17/2020,89.74
Humboldt,4/17/2020,73.16
Imperial,4/17/2020,87.28
Inyo,4/17/2020,49.74
Kern,4/17/2020,91.88
Kings,4/17/2020,87.32
Lake,4/17/2020,82.99
Lassen,4/17/2020,107.41
Los Angeles,4/17/2020,53.88
Madera,4/17/2020,83.96
Marin,4/17/2020,53.03
Mariposa,4/17/2020,32.61
Mendocino,4/17/2020,70.41
Merced,4/17/2020,87.95
Mono,4/17/2020,41.96
Monterey,4/17/2020,68.75
Napa,4/17/2020,56.85
Nevada,4/17/2020,66.95
Orange,4/17/2020,57.08
Placer,4/17/2020,74.01
Riverside,4/17/2020,69.34
Sacramento,4/17/2020,71.12
San Benito,4/17/2020,73.78
San Bernardino,4/17/2020,70.8
San Diego,4/17/2020,59.07
San Francisco,4/17/2020,39.05
San Joaquin,4/17/2020,82.23
San Luis Obispo,4/17/2020,71.9
San Mateo,4/17/2020,43.73
Santa Barbara,4/17/2020,69.17
Santa Clara,4/17/2020,48.35
Santa Cruz,4/17/2020,51.48
Shasta,4/17/2020,93.11
Siskiyou,4/17/2020,124.5
Solano,4/17/2020,72.4
Sonoma,4/17/2020,61.35
Stanislaus,4/17/2020,81.38
Sutter,4/17/2020,92.62
Tehama,4/17/2020,103.01
Tulare,4/17/2020,95.35
Tuolumne,4/17/2020,87.52
Ventura,4/17/2020,70.37
Yolo,4/17/2020,64.4
Yuba,4/17/2020,94.88
Alameda,4/18/2020,49.17
Amador,4/18/2020,94.3
Butte,4/18/2020,83.01
Calaveras,4/18/2020,86.81
Colusa,4/18/2020,93.49
Contra Costa,4/18/2020,59.34
Del Norte,4/18/2020,78.42
El Dorado,4/18/2020,66.79
Fresno,4/18/2020,73.36
Glenn,4/18/2020,88.91
Humboldt,4/18/2020,68.96
Imperial,4/18/2020,83.7
Inyo,4/18/2020,51.3
Kern,4/18/2020,81.74
Kings,4/18/2020,80.27
Lake,4/18/2020,76.09
Lassen,4/18/2020,110.98
Los Angeles,4/18/2020,49.27
Madera,4/18/2020,74.79
Marin,4/18/2020,52.2
Mariposa,4/18/2020,38.11
Mendocino,4/18/2020,61.28
Merced,4/18/2020,80
Mono,4/18/2020,35.43
Monterey,4/18/2020,63.25
Napa,4/18/2020,52.6
Nevada,4/18/2020,65.48
Orange,4/18/2020,50.9
Placer,4/18/2020,69.65
Riverside,4/18/2020,61.7
Sacramento,4/18/2020,65.51
San Benito,4/18/2020,64.22
San Bernardino,4/18/2020,63.19
San Diego,4/18/2020,52.64
San Francisco,4/18/2020,38.64
San Joaquin,4/18/2020,75.59
San Luis Obispo,4/18/2020,68.55
San Mateo,4/18/2020,41.6
Santa Barbara,4/18/2020,68.94
Santa Clara,4/18/2020,44.99
Santa Cruz,4/18/2020,53.48
Shasta,4/18/2020,83.79
Siskiyou,4/18/2020,120.95
