County,Date,Index
Fresno,1/29/2020,99.39
Glenn,1/29/2020,101.75
Humboldt,1/29/2020,93.56
Imperial,1/29/2020,103.9
Inyo,1/29/2020,91.76
Kern,1/29/2020,104.63
Kings,1/29/2020,94.35
Lake,1/29/2020,106.33
Lassen,1/29/2020,116.82
Los Angeles,1/29/2020,109.36
Madera,1/29/2020,99.45
Marin,1/29/2020,104.41
Mariposa,1/29/2020,91.73
Mendocino,1/29/2020,94.42
Merced,1/29/2020,97.95
Mono,1/29/2020,90.13
Monterey,1/29/2020,107.75
Napa,1/29/2020,105.47
Nevada,1/29/2020,87.72
Orange,1/29/2020,110.36
Placer,1/29/2020,100.76
Riverside,1/29/2020,104.55
Sacramento,1/29/2020,106.75
San Benito,1/29/2020,97.1
San Bernardino,1/29/2020,102.33
San Diego,1/29/2020,112.11
San Francisco,1/29/2020,92.53
San Joaquin,1/29/2020,99.92
San Luis Obispo,1/29/2020,105.06
San Mateo,1/29/2020,99.26
Santa Barbara,1/29/2020,107.36
Santa Clara,1/29/2020,104.79
Santa Cruz,1/29/2020,95.59
Shasta,1/29/2020,102.85
Siskiyou,1/29/2020,105.24
Solano,1/29/2020,100.64
Sonoma,1/29/2020,99.7
Stanislaus,1/29/2020,99.53
Sutter,1/29/2020,97.12
Tehama,1/29/2020,109.52
Tulare,1/29/2020,101.53
Tuolumne,1/29/2020,94.57
Ventura,1/29/2020,111.43
Yolo,1/29/2020,102.54
Yuba,1/29/2020,96.93
Alameda,1/30/2020,111.63
Amador,1/30/2020,118.51
Butte,1/30/2020,120.03
Calaveras,1/30/2020,101.95
Colusa,1/30/2020,103.6
Contra Costa,1/30/2020,112.61
Del Norte,1/30/2020,103.61
El Dorado,1/30/2020,92.06
Fresno,1/30/2020,103.49
Glenn,1/30/2020,100.83
Humboldt,1/30/2020,102.49
Imperial,1/30/2020,112.92
Inyo,1/30/2020,128.11
Kern,1/30/2020,111.72
Kings,1/30/2020,100.78
Lake,1/30/2020,115.29
Lassen,1/30/2020,115.97
Los Angeles,1/30/2020,112.47
Madera,1/30/2020,97.54
Marin,1/30/2020,113.44
Mariposa,1/30/2020,86.84
Mendocino,1/30/2020,102.58
Merced,1/30/2020,104.6
Mono,1/30/2020,116.89
Monterey,1/30/2020,111.7
Napa,1/30/2020,112.64
Nevada,1/30/2020,91.66
Orange,1/30/2020,113.37
Placer,1/30/2020,107.45
Riverside,1/30/2020,110.32
Sacramento,1/30/2020,111.61
San Benito,1/30/2020,102.37
San Bernardino,1/30/2020,107.01
San Diego,1/30/2020,117.21
San Francisco,1/30/2020,98.36
San Joaquin,1/30/2020,105.06
San Luis Obispo,1/30/2020,114.27
San Mateo,1/30/2020,106.21
Santa Barbara,1/30/2020,110.19
Santa Clara,1/30/2020,108.1
Santa Cruz,1/30/2020,100.93
Shasta,1/30/2020,105.52
Siskiyou,1/30/2020,111.78
Solano,1/30/2020,103.3
Sonoma,1/30/2020,108.88
Stanislaus,1/30/2020,102.81
Sutter,1/30/2020,103.5
Tehama,1/30/2020,112.6
Tulare,1/30/2020,105.07
Tuolumne,1/30/2020,101.74
Ventura,1/30/2020,114.85
Yolo,1/30/2020,114.28
Yuba,1/30/2020,108.28
Alameda,1/31/2020,125.36
Amador,1/31/2020,139.26
Butte,1/31/2020,139.71
Calaveras,1/31/2020,116.02
Colusa,1/31/2020,125.59
Contra Costa,1/31/2020,119.06
Del Norte,1/31/2020,117.97
El Dorado,1/31/2020,125.45
Fresno,1/31/2020,125.73
Glenn,1/31/2020,128.2
Humboldt,1/31/2020,119.32
Imperial,1/31/2020,151.53
Inyo,1/31/2020,163.23
Kern,1/31/2020,138.4
Kings,1/31/2020,126.77
Lake,1/31/2020,117.06
Lassen,1/31/2020,146.76
Los Angeles,1/31/2020,127.22
Madera,1/31/2020,128.91
Marin,1/31/2020,125.49
Mariposa,1/31/2020,93
Mendocino,1/31/2020,118.08
Merced,1/31/2020,132.57
Mono,1/31/2020,203.36
Monterey,1/31/2020,128.87
Napa,1/31/2020,125.31
Nevada,1/31/2020,119.67
Orange,1/31/2020,128.47
Placer,1/31/2020,125.3
Riverside,1/31/2020,134.16
Sacramento,1/31/2020,127.3
San Benito,1/31/2020,122.14
San Bernardino,1/31/2020,134.35
San Diego,1/31/2020,142.22
San Francisco,1/31/2020,113.2
San Joaquin,1/31/2020,132.65
San Luis Obispo,1/31/2020,148.11
San Mateo,1/31/2020,115.74
Santa Barbara,1/31/2020,130.73
Santa Clara,1/31/2020,119.61
Santa Cruz,1/31/2020,124.84
Shasta,1/31/2020,120.87
Siskiyou,1/31/2020,137.72
Solano,1/31/2020,132.21
Sonoma,1/31/2020,118.41
Stanislaus,1/31/2020,119.25
Sutter,1/31/2020,121.37
Tehama,1/31/2020,128.63
Tulare,1/31/2020,124.03
Tuolumne,1/31/2020,126.43
Ventura,1/31/2020,131.92
Yolo,1/31/2020,137.9
Yuba,1/31/2020,131.25
Alameda,2/1/2020,115.9
Amador,2/1/2020,151.41
Butte,2/1/2020,125.9
Calaveras,2/1/2020,128.53
Colusa,2/1/2020,123.6
Contra Costa,2/1/2020,112.65
Del Norte,2/1/2020,131.08
El Dorado,2/1/2020,143.54
Fresno,2/1/2020,119.63
Glenn,2/1/2020,128.26
Humboldt,2/1/2020,117.4
Imperial,2/1/2020,139.93
Inyo,2/1/2020,113.74
Kern,2/1/2020,127.5
Kings,2/1/2020,120.48
Lake,2/1/2020,110.57
Lassen,2/1/2020,123.16
Los Angeles,2/1/2020,124.76
Madera,2/1/2020,125.72
Marin,2/1/2020,124.51
Mariposa,2/1/2020,134.39
Mendocino,2/1/2020,121.42
Merced,2/1/2020,128.95
Mono,2/1/2020,225.48
Monterey,2/1/2020,134.79
Napa,2/1/2020,133.29
Nevada,2/1/2020,130.71
Orange,2/1/2020,124.9
Placer,2/1/2020,130.4
Riverside,2/1/2020,125.56
Sacramento,2/1/2020,118.98
San Benito,2/1/2020,118.48
San Bernardino,2/1/2020,120.27
San Diego,2/1/2020,123.25
San Francisco,2/1/2020,118.69
San Joaquin,2/1/2020,115.73
San Luis Obispo,2/1/2020,162.38
San Mateo,2/1/2020,103.55
Santa Barbara,2/1/2020,136.76
Santa Clara,2/1/2020,102.73
Santa Cruz,2/1/2020,136.48
Shasta,2/1/2020,119.79
Siskiyou,2/1/2020,135.28
Solano,2/1/2020,128.44
Sonoma,2/1/2020,114.43
Stanislaus,2/1/2020,113.32
Sutter,2/1/2020,115.21
Tehama,2/1/2020,129.62
Tulare,2/1/2020,118.92
Tuolumne,2/1/2020,146.18
Ventura,2/1/2020,129.46
Yolo,2/1/2020,119.24
Yuba,2/1/2020,122.2
Alameda,2/2/2020,78.58
Amador,2/2/2020,98.69
Butte,2/2/2020,86
Calaveras,2/2/2020,85.5
Colusa,2/2/2020,91.8
Contra Costa,2/2/2020,77.21
Del Norte,2/2/2020,100.07
El Dorado,2/2/2020,104.29
Fresno,2/2/2020,81.29
Glenn,2/2/2020,87.99
Humboldt,2/2/2020,83.71
Imperial,2/2/2020,106.05
Inyo,2/2/2020,159.29
Kern,2/2/2020,91.23
Kings,2/2/2020,87.94
Lake,2/2/2020,83.07
Lassen,2/2/2020,85.96
Los Angeles,2/2/2020,85.17
Madera,2/2/2020,91.92
Marin,2/2/2020,80.6
Mariposa,2/2/2020,116.88
Mendocino,2/2/2020,82.78
Merced,2/2/2020,93.25
Mono,2/2/2020,190.81
Monterey,2/2/2020,94.34
Napa,2/2/2020,83.46
Nevada,2/2/2020,101.94
Orange,2/2/2020,83.78
Placer,2/2/2020,83.93
Riverside,2/2/2020,92.77
Sacramento,2/2/2020,78.23
San Benito,2/2/2020,87.86
San Bernardino,2/2/2020,88.68
San Diego,2/2/2020,83.03
San Francisco,2/2/2020,88.22
San Joaquin,2/2/2020,81.14
San Luis Obispo,2/2/2020,107.74
San Mateo,2/2/2020,70.9
Santa Barbara,2/2/2020,96.95
Santa Clara,2/2/2020,72.91
Santa Cruz,2/2/2020,84.92
Shasta,2/2/2020,80.66
Siskiyou,2/2/2020,101.05
Solano,2/2/2020,92.17
Sonoma,2/2/2020,77.07
Stanislaus,2/2/2020,73.43
Sutter,2/2/2020,78.09
Tehama,2/2/2020,89.42
Tulare,2/2/2020,84.09
Tuolumne,2/2/2020,103.3
Ventura,2/2/2020,87.72
Yolo,2/2/2020,86.77
Yuba,2/2/2020,80.79
Alameda,2/3/2020,99.82
Amador,2/3/2020,110.41
Butte,2/3/2020,113.87
Calaveras,2/3/2020,102.2
Colusa,2/3/2020,103.76
Contra Costa,2/3/2020,96.89
Del Norte,2/3/2020,99.63
El Dorado,2/3/2020,100.42
Fresno,2/3/2020,98.83
Glenn,2/3/2020,105.16
Humboldt,2/3/2020,95.37
Imperial,2/3/2020,110.22
Inyo,2/3/2020,118.64
Kern,2/3/2020,110.53
Kings,2/3/2020,98.8
Lake,2/3/2020,104.61
Lassen,2/3/2020,115.54
Los Angeles,2/3/2020,100.33
Madera,2/3/2020,97.8
Marin,2/3/2020,95.87
Mariposa,2/3/2020,85.13
Mendocino,2/3/2020,93.67
Merced,2/3/2020,104.1
Mono,2/3/2020,124.8
Monterey,2/3/2020,107.41
Napa,2/3/2020,99.42
Nevada,2/3/2020,112.21
Orange,2/3/2020,101.64
Placer,2/3/2020,102.94
Riverside,2/3/2020,102.9
Sacramento,2/3/2020,102.32
San Benito,2/3/2020,94.12
San Bernardino,2/3/2020,102.09
San Diego,2/3/2020,104.63
San Francisco,2/3/2020,87.47
San Joaquin,2/3/2020,105.05
San Luis Obispo,2/3/2020,102.8
San Mateo,2/3/2020,92.59
Santa Barbara,2/3/2020,103.7
Santa Clara,2/3/2020,96.71
Santa Cruz,2/3/2020,91.14
Shasta,2/3/2020,101.76
Siskiyou,2/3/2020,112.86
Solano,2/3/2020,99.91
Sonoma,2/3/2020,95.31
Stanislaus,2/3/2020,104.42
Sutter,2/3/2020,100.88
Tehama,2/3/2020,106.8
Tulare,2/3/2020,101.08
Tuolumne,2/3/2020,106.49
Ventura,2/3/2020,108.12
Yolo,2/3/2020,101.55
Yuba,2/3/2020,104.08
Alameda,2/4/2020,105.64
Amador,2/4/2020,111.07
Butte,2/4/2020,118.84
Calaveras,2/4/2020,101.57
Colusa,2/4/2020,107.25
Contra Costa,2/4/2020,104.79
Del Norte,2/4/2020,97.13
El Dorado,2/4/2020,91.62
Fresno,2/4/2020,101.41
Glenn,2/4/2020,101.29
Humboldt,2/4/2020,95.62
Imperial,2/4/2020,104.27
Inyo,2/4/2020,84.29
Kern,2/4/2020,106.3
Kings,2/4/2020,94.55
Lake,2/4/2020,101.28
Lassen,2/4/2020,101.78
Los Angeles,2/4/2020,106.08
Madera,2/4/2020,94.75
Marin,2/4/2020,102.44
Mariposa,2/4/2020,87.63
Mendocino,2/4/2020,102.19
Merced,2/4/2020,102.12
Mono,2/4/2020,83.76
Monterey,2/4/2020,107.62
Napa,2/4/2020,106.05
Nevada,2/4/2020,87.81
Orange,2/4/2020,106.4
Placer,2/4/2020,102.35
Riverside,2/4/2020,105.28
Sacramento,2/4/2020,109.13
San Benito,2/4/2020,94.93
San Bernardino,2/4/2020,102.43
San Diego,2/4/2020,113.06
San Francisco,2/4/2020,91.91
San Joaquin,2/4/2020,101.97
San Luis Obispo,2/4/2020,100.65
San Mateo,2/4/2020,98.27
Santa Barbara,2/4/2020,101.91
Santa Clara,2/4/2020,101.75
Santa Cruz,2/4/2020,102.14
Shasta,2/4/2020,102.92
Siskiyou,2/4/2020,109.73
Solano,2/4/2020,99.61
Sonoma,2/4/2020,100.22
Stanislaus,2/4/2020,100.61
Sutter,2/4/2020,100.89
Tehama,2/4/2020,109.73
Tulare,2/4/2020,101.34
Tuolumne,2/4/2020,96.25
Ventura,2/4/2020,107.78
Yolo,2/4/2020,102.79
Yuba,2/4/2020,107.93
Alameda,2/5/2020,105.89
Amador,2/5/2020,108.35
Butte,2/5/2020,117.56
Calaveras,2/5/2020,98.43
Colusa,2/5/2020,108.72
Contra Costa,2/5/2020,106.94
Del Norte,2/5/2020,110.53
El Dorado,2/5/2020,94.5
Fresno,2/5/2020,103.53
Glenn,2/5/2020,98.34
Humboldt,2/5/2020,96.37
Imperial,2/5/2020,109.19
Inyo,2/5/2020,91.18
Kern,2/5/2020,108.94
Kings,2/5/2020,99.92
Lake,2/5/2020,112.4
Lassen,2/5/2020,104.7
Los Angeles,2/5/2020,111.25
Madera,2/5/2020,101.27
Marin,2/5/2020,109.78
Mariposa,2/5/2020,87.81
Mendocino,2/5/2020,105.44
Merced,2/5/2020,103.57
Mono,2/5/2020,88.61
Monterey,2/5/2020,116.72
Napa,2/5/2020,109.72
Nevada,2/5/2020,89.19
Orange,2/5/2020,108.92
Placer,2/5/2020,103.59
Riverside,2/5/2020,108.39
Sacramento,2/5/2020,111.58
San Benito,2/5/2020,99.12
San Bernardino,2/5/2020,103.09
San Diego,2/5/2020,115.7
San Francisco,2/5/2020,94.28
San Joaquin,2/5/2020,103.22
San Luis Obispo,2/5/2020,105.62
San Mateo,2/5/2020,100.01
Santa Barbara,2/5/2020,105.87
Santa Clara,2/5/2020,103.89
Santa Cruz,2/5/2020,100.53
Shasta,2/5/2020,105.2
Siskiyou,2/5/2020,117.35
Solano,2/5/2020,101.28
Sonoma,2/5/2020,106.2
Stanislaus,2/5/2020,101.24
Sutter,2/5/2020,102.38
Tehama,2/5/2020,116.13
Tulare,2/5/2020,106.7
Tuolumne,2/5/2020,98.67
Ventura,2/5/2020,112.02
Yolo,2/5/2020,105.25
Yuba,2/5/2020,105.38
Alameda,2/6/2020,114.38
Amador,2/6/2020,118.53
Butte,2/6/2020,124.42
Calaveras,2/6/2020,105.72
Colusa,2/6/2020,115.56
Contra Costa,2/6/2020,111.87
Del Norte,2/6/2020,103.76
El Dorado,2/6/2020,98.62
Fresno,2/6/2020,109.98
Glenn,2/6/2020,101.87
Humboldt,2/6/2020,104.3
Imperial,2/6/2020,112.96
Inyo,2/6/2020,123.7
Kern,2/6/2020,116.22
Kings,2/6/2020,101.08
Lake,2/6/2020,111.35
Lassen,2/6/2020,133
Los Angeles,2/6/2020,116.39
Madera,2/6/2020,100.6
Marin,2/6/2020,112.42
Mariposa,2/6/2020,86.91
Mendocino,2/6/2020,111.41
Merced,2/6/2020,108.59
Mono,2/6/2020,124.53
Monterey,2/6/2020,126.41
Napa,2/6/2020,115.69
Nevada,2/6/2020,95.1
Orange,2/6/2020,115.18
Placer,2/6/2020,108.25
Riverside,2/6/2020,112.62
Sacramento,2/6/2020,116.16
San Benito,2/6/2020,106
San Bernardino,2/6/2020,109.46
San Diego,2/6/2020,120.24
San Francisco,2/6/2020,100.93
San Joaquin,2/6/2020,118.99
San Luis Obispo,2/6/2020,117.5
San Mateo,2/6/2020,108.86
Santa Barbara,2/6/2020,114.76
Santa Clara,2/6/2020,109.36
Santa Cruz,2/6/2020,127.44
Shasta,2/6/2020,111.93
Siskiyou,2/6/2020,116.99
Solano,2/6/2020,106.11
Sonoma,2/6/2020,109.98
Stanislaus,2/6/2020,105.44
Sutter,2/6/2020,101.42
Tehama,2/6/2020,112.51
Tulare,2/6/2020,108.24
Tuolumne,2/6/2020,106.54
Ventura,2/6/2020,117.3
Yolo,2/6/2020,113.63
Yuba,2/6/2020,111.49
Alameda,2/7/2020,127.46
Amador,2/7/2020,133.18
Butte,2/7/2020,140.19
Calaveras,2/7/2020,125.1
Colusa,2/7/2020,138.78
Contra Costa,2/7/2020,122.49
Del Norte,2/7/2020,131.37
El Dorado,2/7/2020,133.29
Fresno,2/7/2020,128.12
Glenn,2/7/2020,138.16
Humboldt,2/7/2020,119.25
Imperial,2/7/2020,143.98
Inyo,2/7/2020,173.65
Kern,2/7/2020,141.15
Kings,2/7/2020,126.04
Lake,2/7/2020,125.1
Lassen,2/7/2020,136.85
Los Angeles,2/7/2020,131.96
Madera,2/7/2020,127.95
Marin,2/7/2020,129.16
Mariposa,2/7/2020,96.18
Mendocino,2/7/2020,128.05
Merced,2/7/2020,138.51
Mono,2/7/2020,210.33
Monterey,2/7/2020,146.26
Napa,2/7/2020,134.08
Nevada,2/7/2020,122.99
Orange,2/7/2020,130.48
Placer,2/7/2020,131.02
Riverside,2/7/2020,133.64
Sacramento,2/7/2020,129.89
San Benito,2/7/2020,135.72
San Bernardino,2/7/2020,132.22
San Diego,2/7/2020,133.4
San Francisco,2/7/2020,114.78
San Joaquin,2/7/2020,130.69
San Luis Obispo,2/7/2020,151.02
San Mateo,2/7/2020,116.57
Santa Barbara,2/7/2020,134.97
Santa Clara,2/7/2020,120.04
Santa Cruz,2/7/2020,126.39
Shasta,2/7/2020,127.46
Siskiyou,2/7/2020,143.24
Solano,2/7/2020,132.91
Sonoma,2/7/2020,133.02
Stanislaus,2/7/2020,123.97
Sutter,2/7/2020,124.35
Tehama,2/7/2020,131.62
Tulare,2/7/2020,126.47
Tuolumne,2/7/2020,128.11
Ventura,2/7/2020,133.26
Yolo,2/7/2020,143.98
Yuba,2/7/2020,134.06
Alameda,2/8/2020,120.65
Amador,2/8/2020,165.41
Butte,2/8/2020,137.92
Calaveras,2/8/2020,136.43
Colusa,2/8/2020,141.26
Contra Costa,2/8/2020,118.43
Del Norte,2/8/2020,152.8
El Dorado,2/8/2020,146.38
Fresno,2/8/2020,122.03
Glenn,2/8/2020,138.16
Humboldt,2/8/2020,125.8
Imperial,2/8/2020,136.4
Inyo,2/8/2020,131.5
Kern,2/8/2020,130.18
Kings,2/8/2020,118.69
Lake,2/8/2020,127.86
Lassen,2/8/2020,138.2
Los Angeles,2/8/2020,126.04
Madera,2/8/2020,130.54
Marin,2/8/2020,132.48
Mariposa,2/8/2020,144.2
Mendocino,2/8/2020,123.27
Merced,2/8/2020,132.81
Mono,2/8/2020,229.09
Monterey,2/8/2020,147.19
Napa,2/8/2020,145.59
Nevada,2/8/2020,135.85
Orange,2/8/2020,128.6
Placer,2/8/2020,132.3
Riverside,2/8/2020,134.15
Sacramento,2/8/2020,118.62
San Benito,2/8/2020,127.37
San Bernardino,2/8/2020,122.58
San Diego,2/8/2020,127.54
San Francisco,2/8/2020,130.45
San Joaquin,2/8/2020,123.28
San Luis Obispo,2/8/2020,166.9
San Mateo,2/8/2020,106.04
Santa Barbara,2/8/2020,145.04
Santa Clara,2/8/2020,107.21
Santa Cruz,2/8/2020,128.52
Shasta,2/8/2020,119.91
Siskiyou,2/8/2020,144.51
Solano,2/8/2020,133.26
Sonoma,2/8/2020,123.42
Stanislaus,2/8/2020,114.98
Sutter,2/8/2020,119.83
Tehama,2/8/2020,132.47
Tulare,2/8/2020,126.56
Tuolumne,2/8/2020,150.52
Ventura,2/8/2020,133.18
Yolo,2/8/2020,120.96
Yuba,2/8/2020,127.64
Alameda,2/9/2020,97.3
Amador,2/9/2020,147.86
Butte,2/9/2020,105.07
Calaveras,2/9/2020,121.83
Colusa,2/9/2020,115.67
Contra Costa,2/9/2020,87.32
Del Norte,2/9/2020,137.33
El Dorado,2/9/2020,140.43
Fresno,2/9/2020,92.27
Glenn,2/9/2020,111.09
Humboldt,2/9/2020,105.36
Imperial,2/9/2020,115.87
Inyo,2/9/2020,193.04
Kern,2/9/2020,104.16
Kings,2/9/2020,103.64
Lake,2/9/2020,100.89
Lassen,2/9/2020,108.55
Los Angeles,2/9/2020,90.46
Madera,2/9/2020,108.76
Marin,2/9/2020,98.5
Mariposa,2/9/2020,160.82
Mendocino,2/9/2020,108.38
Merced,2/9/2020,108.34
Mono,2/9/2020,213.69
Monterey,2/9/2020,126.49
Napa,2/9/2020,112.82
Nevada,2/9/2020,123.56
Orange,2/9/2020,89.63
Placer,2/9/2020,105.46
Riverside,2/9/2020,98.47
Sacramento,2/9/2020,91.97
San Benito,2/9/2020,103.42
San Bernardino,2/9/2020,96.33
San Diego,2/9/2020,89.51
San Francisco,2/9/2020,97.19
San Joaquin,2/9/2020,96.83
San Luis Obispo,2/9/2020,142.22
San Mateo,2/9/2020,83.23
Santa Barbara,2/9/2020,115.17
Santa Clara,2/9/2020,82.86
Santa Cruz,2/9/2020,145.34
Shasta,2/9/2020,90.13
Siskiyou,2/9/2020,128.71
Solano,2/9/2020,107.51
Sonoma,2/9/2020,96.13
Stanislaus,2/9/2020,88.61
Sutter,2/9/2020,94.85
Tehama,2/9/2020,106.56
Tulare,2/9/2020,96.1
Tuolumne,2/9/2020,131.8
Ventura,2/9/2020,97.57
Yolo,2/9/2020,106.84
Yuba,2/9/2020,101.75
Alameda,2/10/2020,105.01
Amador,2/10/2020,122.84
Butte,2/10/2020,117.56
Calaveras,2/10/2020,109.8
Colusa,2/10/2020,105.04
Contra Costa,2/10/2020,105.25
Del Norte,2/10/2020,102.14
El Dorado,2/10/2020,100.44
Fresno,2/10/2020,107.26
Glenn,2/10/2020,109.71
Humboldt,2/10/2020,103.49
Imperial,2/10/2020,108.87
Inyo,2/10/2020,127.16
Kern,2/10/2020,117.1
Kings,2/10/2020,111.15
Lake,2/10/2020,114.43
Lassen,2/10/2020,120.03
Los Angeles,2/10/2020,109.33
Madera,2/10/2020,108.54
Marin,2/10/2020,104.01
Mariposa,2/10/2020,105.55
Mendocino,2/10/2020,115
Merced,2/10/2020,109.22
Mono,2/10/2020,141.23
Monterey,2/10/2020,113.66
Napa,2/10/2020,114.22
Nevada,2/10/2020,93.76
Orange,2/10/2020,107.35
Placer,2/10/2020,105.73
Riverside,2/10/2020,106.2
Sacramento,2/10/2020,108.41
San Benito,2/10/2020,112.64
San Bernardino,2/10/2020,106.57
San Diego,2/10/2020,104.99
San Francisco,2/10/2020,93.83
San Joaquin,2/10/2020,109.76
San Luis Obispo,2/10/2020,114.56
San Mateo,2/10/2020,100.73
Santa Barbara,2/10/2020,110.2
Santa Clara,2/10/2020,103.25
Santa Cruz,2/10/2020,122.27
Shasta,2/10/2020,103.57
Siskiyou,2/10/2020,120.79
Solano,2/10/2020,111.39
Sonoma,2/10/2020,103.21
Stanislaus,2/10/2020,105.64
Sutter,2/10/2020,106
Tehama,2/10/2020,114.01
Tulare,2/10/2020,116.85
Tuolumne,2/10/2020,111.49
Ventura,2/10/2020,107.78
Yolo,2/10/2020,105.39
Yuba,2/10/2020,108.29
Alameda,2/11/2020,111.89
Amador,2/11/2020,114.67
Butte,2/11/2020,119.87
Calaveras,2/11/2020,104.63
Colusa,2/11/2020,100.9
Contra Costa,2/11/2020,110.57
Del Norte,2/11/2020,98.23
El Dorado,2/11/2020,96.2
Fresno,2/11/2020,107.83
Glenn,2/11/2020,105.16
Humboldt,2/11/2020,103.52
Imperial,2/11/2020,104.38
Inyo,2/11/2020,100.42
Kern,2/11/2020,113.53
Kings,2/11/2020,105.14
Lake,2/11/2020,112.47
Lassen,2/11/2020,110.76
Los Angeles,2/11/2020,113.78
Madera,2/11/2020,106.3
Marin,2/11/2020,110.29
Mariposa,2/11/2020,95.95
Mendocino,2/11/2020,111.59
Merced,2/11/2020,103.11
Mono,2/11/2020,105.31
Monterey,2/11/2020,108.66
Napa,2/11/2020,112.74
Nevada,2/11/2020,91.89
Orange,2/11/2020,113.79
Placer,2/11/2020,107.34
Riverside,2/11/2020,109.76
Sacramento,2/11/2020,112.66
San Benito,2/11/2020,108.61
San Bernardino,2/11/2020,112.37
San Diego,2/11/2020,115.44
San Francisco,2/11/2020,97.08
San Joaquin,2/11/2020,107.73
San Luis Obispo,2/11/2020,109.01
San Mateo,2/11/2020,103.93
Santa Barbara,2/11/2020,107.57
Santa Clara,2/11/2020,107.92
Santa Cruz,2/11/2020,106.36
Shasta,2/11/2020,107.4
Siskiyou,2/11/2020,116.88
Solano,2/11/2020,108.41
Sonoma,2/11/2020,106.62
Stanislaus,2/11/2020,104.5
Sutter,2/11/2020,105.25
Tehama,2/11/2020,114.4
Tulare,2/11/2020,130.21
Tuolumne,2/11/2020,108.99
Ventura,2/11/2020,113.65
Yolo,2/11/2020,105.14
Yuba,2/11/2020,106.01
Alameda,2/12/2020,111.32
Amador,2/12/2020,115.03
Butte,2/12/2020,121.87
Calaveras,2/12/2020,100.07
Colusa,2/12/2020,102.78
Contra Costa,2/12/2020,109.89
Del Norte,2/12/2020,106.92
El Dorado,2/12/2020,95.34
Fresno,2/12/2020,109.96
Glenn,2/12/2020,103.38
Humboldt,2/12/2020,101.09
Imperial,2/12/2020,108.6
Inyo,2/12/2020,97.33
Kern,2/12/2020,116.89
Kings,2/12/2020,107.99
Lake,2/12/2020,115.31
Lassen,2/12/2020,120.31
Los Angeles,2/12/2020,117.12
Madera,2/12/2020,111.18
Marin,2/12/2020,115
Mariposa,2/12/2020,101.86
Mendocino,2/12/2020,104.63
Merced,2/12/2020,108.01
Mono,2/12/2020,104.28
Monterey,2/12/2020,117.95
Napa,2/12/2020,112.52
Nevada,2/12/2020,95.14
Orange,2/12/2020,117.99
Placer,2/12/2020,108.85
Riverside,2/12/2020,110.98
Sacramento,2/12/2020,111.27
San Benito,2/12/2020,108.9
San Bernardino,2/12/2020,111.16
San Diego,2/12/2020,117.88
San Francisco,2/12/2020,100.74
San Joaquin,2/12/2020,108.38
San Luis Obispo,2/12/2020,113.23
San Mateo,2/12/2020,108.59
Santa Barbara,2/12/2020,112.1
Santa Clara,2/12/2020,110.12
Santa Cruz,2/12/2020,110.15
Shasta,2/12/2020,111.64
Siskiyou,2/12/2020,130.82
Solano,2/12/2020,105.55
Sonoma,2/12/2020,109.5
Stanislaus,2/12/2020,106.51
Sutter,2/12/2020,105.21
Tehama,2/12/2020,115.58
Tulare,2/12/2020,139.4
Tuolumne,2/12/2020,108.89
Ventura,2/12/2020,118.13
Yolo,2/12/2020,107.83
Yuba,2/12/2020,110.18
Alameda,2/13/2020,121.42
Amador,2/13/2020,125.32
Butte,2/13/2020,134.42
Calaveras,2/13/2020,110.69
Colusa,2/13/2020,119.24
Contra Costa,2/13/2020,120.57
Del Norte,2/13/2020,97.79
El Dorado,2/13/2020,104.75
Fresno,2/13/2020,119.88
Glenn,2/13/2020,122.43
Humboldt,2/13/2020,107.45
Imperial,2/13/2020,136.33
Inyo,2/13/2020,133.17
Kern,2/13/2020,132.41
Kings,2/13/2020,121.85
Lake,2/13/2020,117.19
Lassen,2/13/2020,114.68
Los Angeles,2/13/2020,127.67
Madera,2/13/2020,117.59
Marin,2/13/2020,121.16
Mariposa,2/13/2020,96.26
Mendocino,2/13/2020,114.38
Merced,2/13/2020,122.92
Mono,2/13/2020,119.9
Monterey,2/13/2020,126.73
Napa,2/13/2020,125.59
Nevada,2/13/2020,104.41
Orange,2/13/2020,128.26
Placer,2/13/2020,115.99
Riverside,2/13/2020,124.33
Sacramento,2/13/2020,122.09
San Benito,2/13/2020,110.65
San Bernardino,2/13/2020,124.58
San Diego,2/13/2020,129.3
San Francisco,2/13/2020,109.96
San Joaquin,2/13/2020,115.32
San Luis Obispo,2/13/2020,137.36
San Mateo,2/13/2020,113.8
Santa Barbara,2/13/2020,133.73
Santa Clara,2/13/2020,120.92
Santa Cruz,2/13/2020,116.69
Shasta,2/13/2020,120.06
Siskiyou,2/13/2020,131.04
Solano,2/13/2020,116.58
Sonoma,2/13/2020,118.17
Stanislaus,2/13/2020,116.96
Sutter,2/13/2020,118.34
Tehama,2/13/2020,124.54
Tulare,2/13/2020,135.42
Tuolumne,2/13/2020,113.13
Ventura,2/13/2020,131.43
Yolo,2/13/2020,126.71
Yuba,2/13/2020,117.75
Alameda,2/14/2020,141.9
Amador,2/14/2020,177.03
Butte,2/14/2020,156.65
Calaveras,2/14/2020,158.13
Colusa,2/14/2020,172.42
Contra Costa,2/14/2020,133.48
Del Norte,2/14/2020,159.06
El Dorado,2/14/2020,144.07
Fresno,2/14/2020,146.53
Glenn,2/14/2020,150.88
Humboldt,2/14/2020,137.49
Imperial,2/14/2020,195.36
