date,admin_level,admin1,admin2,fips,samples,m50,m50_index
4/7/2020,2,California,Napa,6055,1258,1.363,26
4/8/2020,2,California,Napa,6055,1240,1.208,23
4/9/2020,2,California,Napa,6055,1207,1.147,22
4/10/2020,2,California,Napa,6055,1140,1.946,37
4/11/2020,2,California,Napa,6055,1166,0.424,8
4/12/2020,2,California,Napa,6055,1144,0.039,0
4/13/2020,2,California,Napa,6055,1193,1.311,25
4/14/2020,2,California,Napa,6055,1266,1.396,26
4/15/2020,2,California,Napa,6055,1377,1.327,25
4/16/2020,2,California,Napa,6055,1271,1.699,32
4/17/2020,2,California,Napa,6055,1263,1.818,35
4/18/2020,2,California,Napa,6055,1215,0.963,18
4/19/2020,2,California,Napa,6055,1137,0.18,3
4/21/2020,2,California,Napa,6055,1509,1.234,23
4/22/2020,2,California,Napa,6055,1555,1.682,32
4/23/2020,2,California,Napa,6055,1547,1.469,28
4/24/2020,2,California,Napa,6055,1585,1.632,31
4/25/2020,2,California,Napa,6055,1423,0.934,18
4/26/2020,2,California,Napa,6055,1381,0.11,2
4/27/2020,2,California,Napa,6055,1472,1.139,21
4/28/2020,2,California,Napa,6055,1566,1.527,29
4/29/2020,2,California,Napa,6055,1420,1.592,30
4/30/2020,2,California,Napa,6055,1815,1.934,37
5/1/2020,2,California,Napa,6055,1613,2.983,57
5/2/2020,2,California,Napa,6055,1787,1.005,19
5/3/2020,2,California,Napa,6055,1646,0.818,15
5/4/2020,2,California,Napa,6055,1183,1.663,32
5/5/2020,2,California,Napa,6055,1184,1.639,31
5/6/2020,2,California,Napa,6055,1210,2.021,39
5/7/2020,2,California,Napa,6055,1362,0.85,16
5/8/2020,2,California,Napa,6055,1120,1.841,35
5/9/2020,2,California,Napa,6055,1249,0.328,6
5/10/2020,2,California,Napa,6055,1234,0.41,7
5/11/2020,2,California,Napa,6055,1082,0.547,10
5/12/2020,2,California,Napa,6055,1261,0.415,8
5/13/2020,2,California,Napa,6055,906,1.318,25
5/14/2020,2,California,Napa,6055,1016,0.881,17
5/15/2020,2,California,Napa,6055,1825,2.699,52
5/16/2020,2,California,Napa,6055,1870,2.028,39
5/17/2020,2,California,Napa,6055,1832,0.708,13
5/18/2020,2,California,Napa,6055,1933,1.296,25
5/19/2020,2,California,Napa,6055,1784,2.571,49
5/20/2020,2,California,Napa,6055,1799,3.209,61
5/21/2020,2,California,Napa,6055,1949,2.961,57
5/22/2020,2,California,Napa,6055,2021,3.743,72
5/23/2020,2,California,Napa,6055,1996,2.506,48
5/24/2020,2,California,Napa,6055,1937,1.584,30
5/25/2020,2,California,Napa,6055,1896,1.398,26
5/26/2020,2,California,Napa,6055,1925,2.852,55
5/27/2020,2,California,Napa,6055,1855,2.687,51
5/28/2020,2,California,Napa,6055,1781,2.947,56
5/30/2020,2,California,Napa,6055,1543,1,19
5/31/2020,2,California,Napa,6055,1525,1.53,29
6/1/2020,2,California,Napa,6055,2107,2.702,52
6/2/2020,2,California,Napa,6055,1782,2.122,40
6/3/2020,2,California,Napa,6055,2165,2.764,53
6/4/2020,2,California,Napa,6055,1876,3.274,63
6/5/2020,2,California,Napa,6055,1764,3.504,67
6/6/2020,2,California,Napa,6055,1934,3.173,61
6/7/2020,2,California,Napa,6055,1851,2.208,42
6/8/2020,2,California,Napa,6055,2066,3.274,63
6/9/2020,2,California,Napa,6055,1648,3.609,69
6/10/2020,2,California,Napa,6055,1870,3.173,61
6/11/2020,2,California,Napa,6055,1959,3.522,68
6/12/2020,2,California,Napa,6055,1828,3.607,69
6/13/2020,2,California,Napa,6055,1911,3.321,64
6/14/2020,2,California,Napa,6055,1587,3.331,64
6/15/2020,2,California,Napa,6055,1599,3.22,62
6/16/2020,2,California,Napa,6055,1608,3.016,58
6/17/2020,2,California,Napa,6055,1907,3.287,63
6/18/2020,2,California,Napa,6055,1653,3.952,76
6/19/2020,2,California,Napa,6055,2274,4.398,84
6/20/2020,2,California,Napa,6055,1652,3.972,76
6/21/2020,2,California,Napa,6055,1696,2.728,52
6/22/2020,2,California,Napa,6055,1658,3.131,60
6/23/2020,2,California,Napa,6055,1701,3.679,71
3/1/2020,2,California,Nevada,6057,1000,7.528,85
3/2/2020,2,California,Nevada,6057,977,8.625,98
3/3/2020,2,California,Nevada,6057,974,8.775,100
3/4/2020,2,California,Nevada,6057,987,8.276,94
3/5/2020,2,California,Nevada,6057,939,9.106,103
3/6/2020,2,California,Nevada,6057,935,9.337,106
3/7/2020,2,California,Nevada,6057,982,6.538,74
3/8/2020,2,California,Nevada,6057,1015,7.944,90
3/9/2020,2,California,Nevada,6057,983,8.306,94
3/10/2020,2,California,Nevada,6057,949,8.737,99
3/11/2020,2,California,Nevada,6057,954,8.194,93
3/12/2020,2,California,Nevada,6057,947,7.82,89
3/13/2020,2,California,Nevada,6057,963,8.541,97
3/14/2020,2,California,Nevada,6057,945,2.819,32
3/15/2020,2,California,Nevada,6057,935,0.861,9
3/16/2020,2,California,Nevada,6057,888,3.851,43
3/17/2020,2,California,Nevada,6057,893,5.457,62
3/18/2020,2,California,Nevada,6057,857,3.934,44
3/19/2020,2,California,Nevada,6057,788,4.164,47
3/20/2020,2,California,Nevada,6057,755,3.95,45
3/21/2020,2,California,Nevada,6057,665,1.489,16
3/22/2020,2,California,Nevada,6057,802,1.456,16
3/23/2020,2,California,Nevada,6057,825,1.669,19
3/24/2020,2,California,Nevada,6057,865,1.534,17
3/25/2020,2,California,Nevada,6057,830,2.125,24
3/26/2020,2,California,Nevada,6057,845,2.039,23
3/27/2020,2,California,Nevada,6057,796,2.328,26
3/28/2020,2,California,Nevada,6057,855,0.694,7
3/29/2020,2,California,Nevada,6057,859,0.293,3
3/30/2020,2,California,Nevada,6057,868,0.974,11
3/31/2020,2,California,Nevada,6057,865,2.136,24
4/1/2020,2,California,Nevada,6057,849,2.342,26
4/2/2020,2,California,Nevada,6057,821,2.67,30
4/3/2020,2,California,Nevada,6057,804,3.708,42
4/4/2020,2,California,Nevada,6057,804,0.354,4
4/5/2020,2,California,Nevada,6057,846,0.034,0
4/6/2020,2,California,Nevada,6057,822,1.856,21
4/7/2020,2,California,Nevada,6057,843,1.744,19
4/8/2020,2,California,Nevada,6057,825,2.026,23
4/9/2020,2,California,Nevada,6057,817,2.297,26
4/10/2020,2,California,Nevada,6057,755,2.898,33
4/11/2020,2,California,Nevada,6057,772,1.477,16
4/12/2020,2,California,Nevada,6057,751,0.298,3
4/13/2020,2,California,Nevada,6057,779,2.306,26
4/14/2020,2,California,Nevada,6057,794,2.756,31
4/15/2020,2,California,Nevada,6057,859,2.472,28
4/16/2020,2,California,Nevada,6057,808,3.458,39
4/17/2020,2,California,Nevada,6057,808,3.808,43
4/18/2020,2,California,Nevada,6057,836,1.93,21
4/19/2020,2,California,Nevada,6057,781,0.815,9
4/21/2020,2,California,Nevada,6057,1007,2.81,32
4/22/2020,2,California,Nevada,6057,1080,2.578,29
4/23/2020,2,California,Nevada,6057,1050,2.502,28
4/24/2020,2,California,Nevada,6057,1000,3.307,37
4/25/2020,2,California,Nevada,6057,964,1.499,17
4/26/2020,2,California,Nevada,6057,921,0.815,9
4/27/2020,2,California,Nevada,6057,978,2.682,30
4/28/2020,2,California,Nevada,6057,1035,2.942,33
4/29/2020,2,California,Nevada,6057,962,2.642,30
4/30/2020,2,California,Nevada,6057,1357,3.767,42
5/1/2020,2,California,Nevada,6057,1282,4.714,53
5/2/2020,2,California,Nevada,6057,1415,2.909,33
5/3/2020,2,California,Nevada,6057,1419,3.99,45
5/4/2020,2,California,Nevada,6057,904,4.069,46
5/5/2020,2,California,Nevada,6057,921,4.081,46
5/6/2020,2,California,Nevada,6057,929,4.029,45
5/7/2020,2,California,Nevada,6057,1017,2.815,32
5/8/2020,2,California,Nevada,6057,947,4.615,52
5/9/2020,2,California,Nevada,6057,992,3.404,38
5/10/2020,2,California,Nevada,6057,952,2.975,33
5/11/2020,2,California,Nevada,6057,843,2.535,28
5/12/2020,2,California,Nevada,6057,891,3.17,36
5/13/2020,2,California,Nevada,6057,678,3.283,37
5/14/2020,2,California,Nevada,6057,704,3.915,44
5/15/2020,2,California,Nevada,6057,1409,4.672,53
5/16/2020,2,California,Nevada,6057,1486,4.611,52
5/17/2020,2,California,Nevada,6057,1476,1.154,13
5/18/2020,2,California,Nevada,6057,1398,2.55,29
5/19/2020,2,California,Nevada,6057,1332,3.964,45
5/20/2020,2,California,Nevada,6057,1375,5.291,60
5/21/2020,2,California,Nevada,6057,1509,5.837,66
5/22/2020,2,California,Nevada,6057,1530,6.886,78
5/23/2020,2,California,Nevada,6057,1608,4.931,56
5/24/2020,2,California,Nevada,6057,1661,4.593,52
5/25/2020,2,California,Nevada,6057,1544,5.461,62
5/26/2020,2,California,Nevada,6057,1493,5.46,62
5/27/2020,2,California,Nevada,6057,1434,6.122,69
5/28/2020,2,California,Nevada,6057,1417,6.65,75
5/30/2020,2,California,Nevada,6057,1327,2.332,26
5/31/2020,2,California,Nevada,6057,1181,4.612,52
6/1/2020,2,California,Nevada,6057,1622,6.094,69
6/2/2020,2,California,Nevada,6057,1156,6.114,69
6/3/2020,2,California,Nevada,6057,1591,6.98,79
6/4/2020,2,California,Nevada,6057,1423,6.153,70
6/5/2020,2,California,Nevada,6057,1426,7.204,82
6/6/2020,2,California,Nevada,6057,1524,6.275,71
6/7/2020,2,California,Nevada,6057,1490,5.619,64
6/8/2020,2,California,Nevada,6057,1668,6.642,75
6/9/2020,2,California,Nevada,6057,1333,6.175,70
6/10/2020,2,California,Nevada,6057,1434,6.122,69
6/11/2020,2,California,Nevada,6057,1565,6.198,70
6/12/2020,2,California,Nevada,6057,1406,5.709,65
6/13/2020,2,California,Nevada,6057,1623,6.047,68
6/14/2020,2,California,Nevada,6057,1266,6.764,77
6/15/2020,2,California,Nevada,6057,1308,5.41,61
6/16/2020,2,California,Nevada,6057,1258,5.827,66
6/17/2020,2,California,Nevada,6057,1453,6.181,70
6/18/2020,2,California,Nevada,6057,1353,6.621,75
6/19/2020,2,California,Nevada,6057,1894,7.516,85
6/20/2020,2,California,Nevada,6057,1385,7.183,81
6/21/2020,2,California,Nevada,6057,1416,7.374,84
6/22/2020,2,California,Nevada,6057,1350,6.951,79
6/23/2020,2,California,Nevada,6057,1348,7.109,81
3/1/2020,2,California,Orange,6059,46018,4.981,66
3/2/2020,2,California,Orange,6059,46930,7.135,95
3/3/2020,2,California,Orange,6059,48172,7.364,98
3/4/2020,2,California,Orange,6059,48594,7.442,100
3/5/2020,2,California,Orange,6059,47052,7.887,105
3/6/2020,2,California,Orange,6059,45990,8.122,109
3/7/2020,2,California,Orange,6059,46120,7.227,97
3/8/2020,2,California,Orange,6059,46208,5.364,72
3/9/2020,2,California,Orange,6059,48257,6.972,93
3/10/2020,2,California,Orange,6059,45563,7.051,94
3/11/2020,2,California,Orange,6059,47790,7.331,98
3/12/2020,2,California,Orange,6059,47408,6.632,89
3/13/2020,2,California,Orange,6059,46083,6.586,88
3/14/2020,2,California,Orange,6059,44699,4.355,58
3/15/2020,2,California,Orange,6059,43113,3.075,41
3/16/2020,2,California,Orange,6059,40916,5.054,67
3/17/2020,2,California,Orange,6059,42403,4.245,57
3/18/2020,2,California,Orange,6059,39445,3.183,42
3/19/2020,2,California,Orange,6059,37377,2.21,29
3/20/2020,2,California,Orange,6059,32467,2.966,39
3/21/2020,2,California,Orange,6059,26719,1.61,21
3/22/2020,2,California,Orange,6059,34994,0.652,8
3/23/2020,2,California,Orange,6059,38355,1.349,18
3/24/2020,2,California,Orange,6059,40522,1.152,15
3/25/2020,2,California,Orange,6059,38786,1.398,18
3/26/2020,2,California,Orange,6059,39484,1.243,16
3/27/2020,2,California,Orange,6059,37559,1.786,23
3/28/2020,2,California,Orange,6059,38795,0.804,10
3/29/2020,2,California,Orange,6059,39393,0.222,2
3/30/2020,2,California,Orange,6059,40685,0.89,11
3/31/2020,2,California,Orange,6059,40700,0.975,13
4/1/2020,2,California,Orange,6059,40763,1.124,15
4/2/2020,2,California,Orange,6059,39886,1.101,14
4/3/2020,2,California,Orange,6059,39646,1.647,22
4/4/2020,2,California,Orange,6059,39417,0.878,11
4/5/2020,2,California,Orange,6059,41326,0.047,0
4/6/2020,2,California,Orange,6059,37918,0.16,2
4/7/2020,2,California,Orange,6059,38369,0.305,4
4/8/2020,2,California,Orange,6059,39339,0.697,9
4/9/2020,2,California,Orange,6059,37512,0.078,1
4/10/2020,2,California,Orange,6059,34958,1.496,20
4/11/2020,2,California,Orange,6059,36836,0.985,13
4/12/2020,2,California,Orange,6059,36087,0.032,0
4/13/2020,2,California,Orange,6059,36050,0.792,10
4/14/2020,2,California,Orange,6059,38797,0.938,12
4/15/2020,2,California,Orange,6059,41239,1.234,16
4/16/2020,2,California,Orange,6059,39059,1.436,19
4/17/2020,2,California,Orange,6059,37642,2.09,28
4/18/2020,2,California,Orange,6059,38222,0.745,10
4/19/2020,2,California,Orange,6059,35868,0.514,6
4/21/2020,2,California,Orange,6059,44327,0.686,9
4/22/2020,2,California,Orange,6059,45859,0.738,9
4/23/2020,2,California,Orange,6059,45985,0.688,9
4/24/2020,2,California,Orange,6059,45190,1.156,15
4/25/2020,2,California,Orange,6059,42319,0.662,8
4/26/2020,2,California,Orange,6059,41998,0.069,0
4/27/2020,2,California,Orange,6059,43981,0.733,9
4/28/2020,2,California,Orange,6059,45537,0.669,8
4/29/2020,2,California,Orange,6059,41139,1.081,14
4/30/2020,2,California,Orange,6059,47758,1.247,16
5/1/2020,2,California,Orange,6059,43209,2.284,30
5/2/2020,2,California,Orange,6059,48858,1.187,15
5/3/2020,2,California,Orange,6059,46314,0.959,12
5/4/2020,2,California,Orange,6059,31851,0.948,12
5/5/2020,2,California,Orange,6059,32352,0.98,13
5/6/2020,2,California,Orange,6059,31488,1.339,17
5/7/2020,2,California,Orange,6059,34374,0.34,4
5/8/2020,2,California,Orange,6059,30444,1.529,20
5/9/2020,2,California,Orange,6059,34512,0.647,8
5/10/2020,2,California,Orange,6059,34465,0.513,6
5/11/2020,2,California,Orange,6059,30765,0.457,6
5/12/2020,2,California,Orange,6059,34148,0.594,7
5/13/2020,2,California,Orange,6059,24804,0.913,12
5/14/2020,2,California,Orange,6059,25549,1.021,13
5/15/2020,2,California,Orange,6059,50276,2.558,34
5/16/2020,2,California,Orange,6059,51795,2.023,27
5/17/2020,2,California,Orange,6059,53157,0.952,12
5/18/2020,2,California,Orange,6059,52235,0.929,12
5/19/2020,2,California,Orange,6059,47091,1.624,21
5/20/2020,2,California,Orange,6059,48682,2.711,36
5/21/2020,2,California,Orange,6059,52103,2.705,36
5/22/2020,2,California,Orange,6059,54088,3.466,46
5/23/2020,2,California,Orange,6059,53238,2.371,31
5/24/2020,2,California,Orange,6059,53141,1.939,26
5/25/2020,2,California,Orange,6059,50123,1.445,19
5/26/2020,2,California,Orange,6059,51324,2.73,36
5/27/2020,2,California,Orange,6059,49704,3.019,40
5/28/2020,2,California,Orange,6059,47802,3.395,45
5/30/2020,2,California,Orange,6059,36247,1.598,21
5/31/2020,2,California,Orange,6059,37289,2.068,27
6/1/2020,2,California,Orange,6059,54117,2.77,37
6/2/2020,2,California,Orange,6059,38370,2.784,37
6/3/2020,2,California,Orange,6059,55961,3.145,42
6/4/2020,2,California,Orange,6059,49070,3.311,44
6/5/2020,2,California,Orange,6059,45306,3.588,48
6/6/2020,2,California,Orange,6059,50314,3.348,44
6/7/2020,2,California,Orange,6059,49048,2.495,33
6/8/2020,2,California,Orange,6059,54415,3.736,50
6/9/2020,2,California,Orange,6059,44698,3.481,46
6/10/2020,2,California,Orange,6059,49746,3.934,52
6/11/2020,2,California,Orange,6059,50812,4.073,54
6/12/2020,2,California,Orange,6059,46553,3.955,53
6/13/2020,2,California,Orange,6059,48281,4.026,54
6/14/2020,2,California,Orange,6059,40290,2.979,40
6/15/2020,2,California,Orange,6059,40828,3.289,44
6/16/2020,2,California,Orange,6059,42821,3.286,44
6/17/2020,2,California,Orange,6059,46891,3.869,51
6/18/2020,2,California,Orange,6059,42451,4.273,57
6/19/2020,2,California,Orange,6059,53257,5.039,67
6/20/2020,2,California,Orange,6059,41196,4.284,57
6/21/2020,2,California,Orange,6059,43059,2.889,38
6/22/2020,2,California,Orange,6059,40736,3.617,48
6/23/2020,2,California,Orange,6059,43762,4.29,57
3/1/2020,2,California,Placer,6061,5435,5.299,65
3/2/2020,2,California,Placer,6061,5504,7.577,93
3/3/2020,2,California,Placer,6061,5574,8.076,100
3/4/2020,2,California,Placer,6061,5620,8.019,99
3/5/2020,2,California,Placer,6061,5440,8.606,106
3/6/2020,2,California,Placer,6061,5326,8.698,107
3/7/2020,2,California,Placer,6061,5319,6.732,83
3/8/2020,2,California,Placer,6061,5472,5.26,65
3/9/2020,2,California,Placer,6061,5531,7.493,92
3/10/2020,2,California,Placer,6061,5276,8.38,103
3/11/2020,2,California,Placer,6061,5449,7.781,96
3/12/2020,2,California,Placer,6061,5435,7.66,94
3/13/2020,2,California,Placer,6061,5398,7.876,97
3/14/2020,2,California,Placer,6061,5363,4.128,51
3/15/2020,2,California,Placer,6061,5191,2.747,34
3/16/2020,2,California,Placer,6061,4925,5.406,66
3/17/2020,2,California,Placer,6061,5062,5.012,62
3/18/2020,2,California,Placer,6061,4753,4.178,51
3/19/2020,2,California,Placer,6061,4545,3.879,48
3/20/2020,2,California,Placer,6061,4093,3.811,47
3/21/2020,2,California,Placer,6061,3310,2.486,30
3/22/2020,2,California,Placer,6061,4371,1.134,14
3/23/2020,2,California,Placer,6061,4691,2.127,26
3/24/2020,2,California,Placer,6061,4787,1.47,18
3/25/2020,2,California,Placer,6061,4671,2.202,27
3/26/2020,2,California,Placer,6061,4786,2.292,28
3/27/2020,2,California,Placer,6061,4563,3.024,37
3/28/2020,2,California,Placer,6061,4713,1.001,12
3/29/2020,2,California,Placer,6061,4775,0.47,5
3/30/2020,2,California,Placer,6061,4950,1.722,21
3/31/2020,2,California,Placer,6061,4943,2.094,25
4/1/2020,2,California,Placer,6061,4899,2.181,27
4/2/2020,2,California,Placer,6061,4796,2.368,29
4/3/2020,2,California,Placer,6061,4754,2.838,35
4/4/2020,2,California,Placer,6061,4751,0.499,6
4/5/2020,2,California,Placer,6061,4888,0.033,0
4/6/2020,2,California,Placer,6061,4698,1.454,18
4/7/2020,2,California,Placer,6061,4748,1.971,24
4/8/2020,2,California,Placer,6061,4752,2.008,24
4/9/2020,2,California,Placer,6061,4622,1.837,22
4/10/2020,2,California,Placer,6061,4296,3.234,40
4/11/2020,2,California,Placer,6061,4505,2.119,26
4/12/2020,2,California,Placer,6061,4378,0.248,3
4/13/2020,2,California,Placer,6061,4443,2.168,26
4/14/2020,2,California,Placer,6061,4633,2.378,29
4/15/2020,2,California,Placer,6061,4886,2.359,29
4/16/2020,2,California,Placer,6061,4748,2.694,33
4/17/2020,2,California,Placer,6061,4665,3.427,42
4/18/2020,2,California,Placer,6061,4669,2.475,30
4/19/2020,2,California,Placer,6061,4354,1.05,13
4/21/2020,2,California,Placer,6061,5238,1.922,23
4/22/2020,2,California,Placer,6061,5460,2.138,26
4/23/2020,2,California,Placer,6061,5436,2.26,27
4/24/2020,2,California,Placer,6061,5245,2.652,32
4/25/2020,2,California,Placer,6061,4923,1.899,23
4/26/2020,2,California,Placer,6061,4902,0.95,11
4/27/2020,2,California,Placer,6061,5095,2.301,28
4/28/2020,2,California,Placer,6061,5326,2.335,28
4/29/2020,2,California,Placer,6061,4953,2.85,35
4/30/2020,2,California,Placer,6061,6567,2.919,36
5/1/2020,2,California,Placer,6061,5875,4.451,55
5/2/2020,2,California,Placer,6061,6518,2.802,34
5/3/2020,2,California,Placer,6061,6544,2.3,28
5/4/2020,2,California,Placer,6061,4522,2.51,31
5/5/2020,2,California,Placer,6061,4421,2.507,31
5/6/2020,2,California,Placer,6061,4248,3.43,42
5/7/2020,2,California,Placer,6061,4419,2.367,29
5/8/2020,2,California,Placer,6061,4251,3.754,46
5/9/2020,2,California,Placer,6061,4561,2.822,34
5/10/2020,2,California,Placer,6061,4568,1.505,18
5/11/2020,2,California,Placer,6061,3983,1.671,20
5/12/2020,2,California,Placer,6061,4409,1.782,22
5/13/2020,2,California,Placer,6061,3161,2.879,35
5/14/2020,2,California,Placer,6061,3407,2.828,35
5/15/2020,2,California,Placer,6061,6726,4.374,54
5/16/2020,2,California,Placer,6061,7158,3.77,46
5/17/2020,2,California,Placer,6061,6982,0.602,7
5/18/2020,2,California,Placer,6061,6798,2.18,26
5/19/2020,2,California,Placer,6061,6383,3.356,41
5/20/2020,2,California,Placer,6061,6627,4.587,56
5/21/2020,2,California,Placer,6061,7275,4.803,59
5/22/2020,2,California,Placer,6061,7363,5.474,67
5/23/2020,2,California,Placer,6061,7266,4.566,56
5/24/2020,2,California,Placer,6061,7343,3.89,48
5/25/2020,2,California,Placer,6061,6926,3.72,46
5/26/2020,2,California,Placer,6061,7042,4.618,57
5/27/2020,2,California,Placer,6061,6877,4.831,59
5/28/2020,2,California,Placer,6061,6508,4.964,61
5/30/2020,2,California,Placer,6061,5041,2.245,27
5/31/2020,2,California,Placer,6061,5412,4.684,57
6/1/2020,2,California,Placer,6061,7740,4.3,53
6/2/2020,2,California,Placer,6061,5251,4.837,59
6/3/2020,2,California,Placer,6061,7602,4.696,58
6/4/2020,2,California,Placer,6061,6847,5.085,62
6/5/2020,2,California,Placer,6061,6417,6.037,74
6/6/2020,2,California,Placer,6061,7027,5.497,68
6/7/2020,2,California,Placer,6061,6773,4.046,50
6/8/2020,2,California,Placer,6061,7564,5.405,66
6/9/2020,2,California,Placer,6061,6119,5.74,71
6/10/2020,2,California,Placer,6061,6815,5.559,68
6/11/2020,2,California,Placer,6061,7030,5.574,69
6/12/2020,2,California,Placer,6061,6437,5.292,65
6/13/2020,2,California,Placer,6061,6883,5.25,65
6/14/2020,2,California,Placer,6061,5599,4.849,60
6/15/2020,2,California,Placer,6061,5689,5.196,64
6/16/2020,2,California,Placer,6061,5926,4.825,59
6/17/2020,2,California,Placer,6061,6568,5.636,69
6/18/2020,2,California,Placer,6061,6009,6.161,76
6/19/2020,2,California,Placer,6061,7521,6.341,78
6/20/2020,2,California,Placer,6061,5773,6.034,74
6/21/2020,2,California,Placer,6061,6074,5.008,62
6/22/2020,2,California,Placer,6061,5581,5.252,65
6/23/2020,2,California,Placer,6061,5953,5.717,70
3/1/2020,2,California,Plumas,6063,141,0.484,26
3/2/2020,2,California,Plumas,6063,135,1.025,55
3/3/2020,2,California,Plumas,6063,139,1.431,77
3/4/2020,2,California,Plumas,6063,149,1.922,104
3/5/2020,2,California,Plumas,6063,137,1.844,100
3/6/2020,2,California,Plumas,6063,134,2.594,140
3/7/2020,2,California,Plumas,6063,122,0.048,2
3/8/2020,2,California,Plumas,6063,124,0.065,3
3/9/2020,2,California,Plumas,6063,142,1.247,67
3/10/2020,2,California,Plumas,6063,122,2.788,151
3/11/2020,2,California,Plumas,6063,130,2.646,143
3/12/2020,2,California,Plumas,6063,130,3.149,170
3/13/2020,2,California,Plumas,6063,125,2.384,129
3/14/2020,2,California,Plumas,6063,127,0.043,2
3/15/2020,2,California,Plumas,6063,116,0.025,1
3/16/2020,2,California,Plumas,6063,108,0.05,2
3/17/2020,2,California,Plumas,6063,106,0.08,4
3/22/2020,2,California,Plumas,6063,134,0.063,3
3/23/2020,2,California,Plumas,6063,112,0.056,3
3/24/2020,2,California,Plumas,6063,116,0.037,2
3/25/2020,2,California,Plumas,6063,111,0.065,3
3/26/2020,2,California,Plumas,6063,128,0.109,5
3/27/2020,2,California,Plumas,6063,107,0.206,11
3/28/2020,2,California,Plumas,6063,119,0.031,1
3/29/2020,2,California,Plumas,6063,121,0.035,1
3/30/2020,2,California,Plumas,6063,137,0.051,2
3/31/2020,2,California,Plumas,6063,125,0.054,2
4/1/2020,2,California,Plumas,6063,116,0.05,2
4/2/2020,2,California,Plumas,6063,112,0.052,2
4/3/2020,2,California,Plumas,6063,116,0.106,5
4/4/2020,2,California,Plumas,6063,113,0.026,1
4/5/2020,2,California,Plumas,6063,120,0.029,1
4/6/2020,2,California,Plumas,6063,114,0.068,3
4/7/2020,2,California,Plumas,6063,123,0.053,2
4/8/2020,2,California,Plumas,6063,117,0.048,2
4/9/2020,2,California,Plumas,6063,120,0.047,2
4/10/2020,2,California,Plumas,6063,100,0.044,2
4/11/2020,2,California,Plumas,6063,135,0.047,2
4/13/2020,2,California,Plumas,6063,115,0.073,3
4/14/2020,2,California,Plumas,6063,121,0.065,3
4/15/2020,2,California,Plumas,6063,119,0.085,4
4/16/2020,2,California,Plumas,6063,125,0.791,42
4/17/2020,2,California,Plumas,6063,130,0.107,5
4/18/2020,2,California,Plumas,6063,128,0.048,2
4/19/2020,2,California,Plumas,6063,131,0.079,4
4/21/2020,2,California,Plumas,6063,178,0.11,5
4/22/2020,2,California,Plumas,6063,186,0.309,16
4/23/2020,2,California,Plumas,6063,196,0.222,12
4/24/2020,2,California,Plumas,6063,176,0.134,7
4/25/2020,2,California,Plumas,6063,176,0.206,11
4/26/2020,2,California,Plumas,6063,176,0.054,2
4/27/2020,2,California,Plumas,6063,174,0.106,5
4/28/2020,2,California,Plumas,6063,181,0.471,25
4/29/2020,2,California,Plumas,6063,154,0.393,21
4/30/2020,2,California,Plumas,6063,244,0.751,40
5/1/2020,2,California,Plumas,6063,245,2.16,117
5/2/2020,2,California,Plumas,6063,291,1.576,85
5/3/2020,2,California,Plumas,6063,303,3.57,193
5/4/2020,2,California,Plumas,6063,173,2.468,133
5/5/2020,2,California,Plumas,6063,179,1.364,73
5/6/2020,2,California,Plumas,6063,176,1.51,81
5/7/2020,2,California,Plumas,6063,178,0.88,47
5/8/2020,2,California,Plumas,6063,161,1.23,66
5/9/2020,2,California,Plumas,6063,172,0.776,42
5/10/2020,2,California,Plumas,6063,182,0.908,49
5/11/2020,2,California,Plumas,6063,167,0.114,6
5/12/2020,2,California,Plumas,6063,153,0.524,28
5/13/2020,2,California,Plumas,6063,140,0.594,32
5/14/2020,2,California,Plumas,6063,138,0.061,3
5/15/2020,2,California,Plumas,6063,271,1.35,73
5/16/2020,2,California,Plumas,6063,304,1.179,63
5/17/2020,2,California,Plumas,6063,327,0.098,5
5/18/2020,2,California,Plumas,6063,278,1.108,60
5/19/2020,2,California,Plumas,6063,255,0.671,36
5/20/2020,2,California,Plumas,6063,270,0.906,49
5/21/2020,2,California,Plumas,6063,281,2.028,109
5/22/2020,2,California,Plumas,6063,311,2.563,138
5/23/2020,2,California,Plumas,6063,382,3.214,174
5/24/2020,2,California,Plumas,6063,444,3.144,170
5/25/2020,2,California,Plumas,6063,428,6.847,371
5/26/2020,2,California,Plumas,6063,307,3.259,176
5/27/2020,2,California,Plumas,6063,308,1.698,92
5/28/2020,2,California,Plumas,6063,286,2.547,138
5/30/2020,2,California,Plumas,6063,381,0.082,4
5/31/2020,2,California,Plumas,6063,297,2.589,140
6/1/2020,2,California,Plumas,6063,313,2.653,143
6/2/2020,2,California,Plumas,6063,237,1.752,95
6/3/2020,2,California,Plumas,6063,319,3.461,187
6/4/2020,2,California,Plumas,6063,298,3.131,169
6/5/2020,2,California,Plumas,6063,297,2.234,121
6/6/2020,2,California,Plumas,6063,324,0.72,39
6/7/2020,2,California,Plumas,6063,317,1.121,60
6/8/2020,2,California,Plumas,6063,316,2.78,150
6/9/2020,2,California,Plumas,6063,290,3.544,192
6/10/2020,2,California,Plumas,6063,287,2.457,133
6/11/2020,2,California,Plumas,6063,295,3.302,179
6/12/2020,2,California,Plumas,6063,293,2.149,116
6/13/2020,2,California,Plumas,6063,364,1.866,101
6/14/2020,2,California,Plumas,6063,329,3.798,205
6/15/2020,2,California,Plumas,6063,315,1.689,91
